SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LONG_DEG,LAT_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
S98_04044,RIP2202,17/04/1998,89.419,24.221,1994,Tara,39,Rajshahi,Pabna,Bhangura,Bhangura,Kaidanga,5761931438,0.25,0.04,< 0.1,0.029,61.1,< 0.003,< 0.002,< 0.008,0.048,1.5,0.011,23.1,1.22,29.4,< 0.1,24.6,5.8,0.279,0.003,0.013
S98_04045,RIP2203,17/04/1998,89.364,24.248,1994,Tara,40,Rajshahi,Pabna,Bhangura,Ashtamanisha,Lamkan,5761915,0.25,0.06,< 0.1,0.031,72.4,< 0.003,< 0.002,< 0.008,0.058,1.6,0.009,20.2,0.66,30,< 0.1,24.9,24.9,0.33,0.003,0.034
S98_04046,RIP2204,17/04/1998,89.351,24.258,1995,STW,38,Rajshahi,Pabna,Bhangura,Ashtamanisha,Ashtamanisha,5761915031,0.25,0.04,< 0.1,0.043,74.5,< 0.003,< 0.002,< 0.008,0.356,1.7,0.011,19.9,1.42,35.4,< 0.1,26.1,31.5,0.214,0.002,0.018
S98_04047,RIP2205,17/04/1998,89.39,24.197,1996,Tara,39,Rajshahi,Pabna,Bhangura,Par bhaugura,Patharghata,5761979773,0.25,0.1,< 0.1,0.05,102,< 0.003,< 0.002,< 0.008,0.096,1.6,0.012,30.4,0.723,36.6,< 0.1,23.6,9.4,0.4,0.004,0.047
S98_04048,RIP2206,17/04/1998,89.392,24.176,1995,STW,38,Rajshahi,Pabna,Bhangura,Par bhangura,Bheramara,5761979158,0.25,0.1,< 0.1,0.055,108,< 0.003,< 0.002,< 0.008,0.672,2.9,0.026,44.2,0.974,43.8,< 0.1,24.2,26.8,0.533,0.003,0.029
S98_04049,RIP2207,17/04/1998,89.371,24.218,1997,Tara,39,Rajshahi,Pabna,Bhangura,Par bhangura,Sarutia,5761979878,0.25,0.07,< 0.1,0.052,98.3,< 0.003,< 0.002,< 0.008,0.083,1.6,0.013,28.3,0.867,37.1,< 0.1,22.2,15.7,0.331,0.003,0.043
S98_04050,RIP2209,17/04/1998,89.399,23.95,1970,STW,39,Rajshahi,Pabna,Pabna Sadar,Char tarapur,Khoksabaria,5765525502,0.25,0.12,< 0.1,0.069,120,0.003,< 0.002,< 0.008,0.275,2.2,0.007,39.7,5.54,38.7,0.2,26.6,0.3,0.651,0.003,0.026
S98_04051,RIP2210,17/04/1998,89.361,23.971,1997,STW,33,Rajshahi,Pabna,Pabna Sadar,Sadullahpur,Dubalia,5765594332,0.25,0.07,< 0.1,0.052,118,< 0.003,< 0.002,< 0.008,0.053,1.9,0.006,31.7,4.79,35.4,0.2,23.3,1.1,0.771,0.004,0.028
S98_04053,RIP2212,17/04/1998,89.263,23.992,1988,Tara,33,Rajshahi,Pabna,Pabna Sadar,Dogachhi,Byajanathpur,5765543134,0.25,0.07,< 0.1,0.076,127,< 0.003,< 0.002,< 0.008,0.024,2,0.015,33.9,1.1,43.3,< 0.1,21.5,2.7,0.553,0.003,0.038
S98_04057,RIP2216,19/04/1998,89.302,24.032,1990,STW,34,Rajshahi,Pabna,Pabna Sadar,Gayespur,Gayespur,5765551380,0.25,0.06,< 0.1,0.063,110,< 0.003,< 0.002,< 0.008,0.069,2.2,0.019,30.1,0.347,47.3,< 0.1,20.2,1.8,0.488,0.004,0.019
S98_04058,RIP2217,19/04/1998,89.342,24.035,1995,STW,38,Rajshahi,Pabna,Pabna Sadar,Ataikula,Dharmagram,5765508368,0.25,0.06,< 0.1,0.085,104,< 0.003,< 0.002,< 0.008,0.141,1.8,0.018,29.4,1.11,43.5,< 0.1,21,4.8,0.446,< 0.002,0.02
S98_04059,RIP2219,18/04/1998,89.057,24.122,1997,STW,34,Rajshahi,Pabna,Ishwardi,Paurashava W01,Pearallhali,5763985628,0.25,0.06,< 0.1,0.038,116,< 0.003,< 0.002,< 0.008,0.075,1.4,0.006,36.2,0.74,35.8,0.1,22,1.7,0.341,0.003,0.055
S98_04060,RIP2220,18/04/1998,89.063,24.123,1996,Tara,33,Rajshahi,Pabna,Ishwardi,Paurashava W01,Pearakhali,5763985628,0.25,0.06,< 0.1,0.042,107,< 0.003,< 0.002,< 0.008,0.037,1.2,0.011,33.4,0.645,27.5,< 0.1,21.8,1.3,0.289,0.003,0.097
S98_04074,RIP2235,18/04/1998,89.452,24.032,1985,STW,38,Rajshahi,Pabna,Santhia,Nandanpur,Maibaria,5767286554,0.25,0.06,< 0.1,0.016,34.1,< 0.003,< 0.002,< 0.008,0.151,1.7,0.005,16.5,0.626,41.1,0.2,29.5,1,0.183,0.002,0.011
S98_04075,RIP2236,18/04/1998,89.493,23.97,1996,Tara,40,Rajshahi,Pabna,Santhia,Khetupara,Rajapur,5767269390,0.25,0.07,< 0.1,0.072,109,< 0.003,< 0.002,< 0.008,0.169,1.8,0.009,35.2,0.421,64.8,< 0.1,22.7,64.4,0.645,0.006,0.031
S98_04079,RIP3003,25/04/1998,91.088,23.622,1996,STW,46,Chittagong,Comilla,Brahmanpara,Paschim B.para,Daschim b.para,2191530388,0.25,0.03,0.2,0.078,40.9,< 0.003,< 0.002,< 0.008,0.05,2.9,< 0.004,30,1.77,131,0.2,15.8,0.3,0.308,0.004,0.017
S98_04169,RIP3108,2/5/1998,91.187,23.369,1989,STW,34,Chittagong,Comilla,Comilla Sadar,Bapapara,Sapapara,2196714828,0.25,0.04,< 0.1,0.045,15.8,< 0.003,< 0.002,< 0.008,7.55,3,0.004,9.12,0.399,18.6,0.3,36.8,< 0.2,0.118,< 0.002,0.018
S98_04170,RIP3109,2/5/1998,91.241,23.377,1994,Tara,50,Chittagong,Comilla,Comilla Sadar,Pas.jorekaran,Sas.jorekaran,2196780863,0.25,0.04,< 0.1,0.041,21.7,< 0.003,< 0.002,< 0.008,2.63,1.7,0.011,10,0.245,18.3,< 0.1,36.7,1.4,0.125,< 0.002,0.02
S98_04171,RIP3110,2/5/1998,91.249,23.414,1996,STW,31,Chittagong,Comilla,Comilla Sadar,Galiara,Naliara,2196758690,0.25,0.03,< 0.1,0.041,11.6,< 0.003,< 0.002,< 0.008,0.623,1.4,< 0.004,2.92,0.051,14.9,< 0.1,25,0.8,0.105,< 0.002,0.012
S98_04175,RIP3114,2/4/1998,91.173,23.503,1996,Tara,52,Chittagong,Comilla,Comilla Sadar,Amratali,Smratali,2196709871,0.25,0.02,< 0.1,0.057,9.3,< 0.003,< 0.002,< 0.008,0.212,3.6,< 0.004,10.7,0.163,19.9,< 0.1,23.3,1.6,0.103,< 0.002,0.04
S98_04253,RIP3203,10/5/1998,90.705,22.461,1997,DTW,307,Barisal,Bhola,Burhanuddin,Deula,Deula,1092119435,0.25,0.01,0.2,0.077,29.2,< 0.003,< 0.002,< 0.008,0.098,3.8,0.004,15.4,0.022,91.1,0.1,14.2,2.7,0.302,< 0.002,0.013
S98_04254,RIP3204,10/5/1998,90.768,22.486,1997,DTW,313,Barisal,Bhola,Burhanuddin,Tabgi,Tabgi,1092195948,0.25,< 0.01,0.2,0.126,34.8,< 0.003,< 0.002,< 0.008,0.327,6.1,0.005,25.9,0.071,120,0.1,20.7,3.2,0.363,< 0.002,0.008
S98_04255,RIP3205,10/5/1998,90.769,22.43,1997,DTW,302,Barisal,Bhola,Burhanuddin,Kachia,Chak dhosh,1092147108,0.25,< 0.01,0.2,0.045,18.9,< 0.003,< 0.002,< 0.008,0.053,3.9,0.005,11.9,0.018,99.4,< 0.1,16.3,3.3,0.205,< 0.002,0.007
S98_04256,RIP3206,10/5/1998,90.796,22.49,1997,DTW,322,Barisal,Bhola,Burhanuddin,Hasannagar,Dakshin char,1092138373,0.25,0.06,< 0.1,0.107,35.3,< 0.003,< 0.002,< 0.008,0.947,5.3,< 0.004,25.8,0.08,74.3,0.1,27.2,< 0.2,0.325,< 0.002,0.012
S98_04257,RIP3207,10/5/1998,90.669,22.541,1997,DTW,328,Barisal,Bhola,Burhanuddin,Gangapur,Daribhanga,1092128466,0.25,0.02,0.7,0.138,43.7,< 0.003,< 0.002,< 0.008,0.06,5.8,0.014,21.9,0.032,308,< 0.1,16,3,0.499,< 0.002,0.009
S98_04314,RIP3271,10/5/1998,90.815,22.449,1965,DTW,270,Barisal,Bhola,Tazumuddin,Shamvapur,Shibpur,1099185901,0.25,0.38,0.2,0.049,26.5,< 0.003,< 0.002,< 0.008,0.029,6.9,< 0.004,18.9,0.003,96.3,0.1,19.3,0.5,0.277,< 0.002,0.065
S98_04417,RIP3391,23/05/1998,92.07,21.753,1993,DTW,248,Chittagong,Cox's Bazar,Chakaria,Chiringa,Chiringa,2221627244,0.25,0.01,< 0.1,0.017,13.6,< 0.003,< 0.002,< 0.008,3.21,3.8,0.016,8.26,0.358,23.3,0.5,33.1,< 0.2,0.165,< 0.002,0.019
S98_04419,RIP3393,23/05/1998,92.027,21.807,1992,STW,66,Chittagong,Cox's Bazar,Chakaria,Baraitala,Pahanchanda,2221616712,0.25,0.01,< 0.1,0.029,14.3,< 0.003,< 0.002,< 0.008,2.93,3.3,0.024,8.55,0.249,28.8,0.3,34.5,0.3,0.154,< 0.002,0.013
S98_04420,RIP3394,23/05/1998,91.993,21.82,1992,DTW,243,Chittagong,Cox's Bazar,Chakaria,Pekua,Meherram,2221683658,0.25,0.01,< 0.1,0.026,13.3,< 0.003,< 0.002,< 0.008,3.22,2.6,0.023,8.86,0.166,29.6,0.3,32.1,0.9,0.123,< 0.002,0.011
S98_04421,RIP3395,23/05/1998,91.987,21.843,1995,STW,72,Chittagong,Cox's Bazar,Chakaria,Barabakia,Barabakia,2221611076,0.25,0.01,< 0.1,0.025,6.1,< 0.003,< 0.002,< 0.008,9.03,2.2,0.009,3.22,0.678,17.9,0.2,31.2,1.3,0.0572,< 0.002,0.017
S98_04422,RIP3397,24/05/1998,92.137,21.248,1988,STW,29,Chittagong,Cox's Bazar,Ukhia,Raja palong,Uhala palong,2229447841,0.25,0.06,< 0.1,0.034,1.1,< 0.003,0.002,< 0.008,0.208,2.7,0.005,0.64,0.016,2.4,< 0.1,11.9,0.9,0.0149,< 0.002,0.012
S98_04425,RIP3400,24/05/1998,92.148,21.146,1994,STW,20,Chittagong,Cox's Bazar,Ukhia,Palongkhali,Palongkhali,2229479459,0.25,0.02,< 0.1,0.009,14.4,< 0.003,< 0.002,< 0.008,1.17,4.3,0.007,10,0.501,29.8,0.4,19.9,11.4,0.155,< 0.002,0.008
S98_04426,RIP3401,24/05/1998,92.069,21.284,1990,STW,20,Chittagong,Cox's Bazar,Ukhia,Jalia palong,Jalia palong,2229431229,0.25,0.02,< 0.1,0.013,13.7,< 0.003,< 0.002,< 0.008,4.67,3,0.01,13.5,0.451,13.5,0.5,29.4,5.9,0.158,< 0.002,0.029
S98_04428,RIP3403,24/05/1998,92.098,21.298,1995,STW,13,Chittagong,Cox's Bazar,Ukhia,Haladia palong,Rumgha palong,2229415765,0.25,< 0.01,< 0.1,0.026,1.7,< 0.003,< 0.002,< 0.008,0.117,2.3,< 0.004,1.4,0.044,5.2,< 0.1,11.9,0.9,0.0197,< 0.002,0.01
S98_04429,RIP3405,25/05/1998,91.926,21.567,1995,STW,23,Chittagong,Cox's Bazar,Maheshkhali,Hoanac,Panirchhora,2224947834,0.25,0.2,< 0.1,0.397,4.8,0.023,< 0.002,< 0.008,0.402,3.3,0.004,4.08,0.592,17.6,< 0.1,6.99,0.2,0.0767,< 0.002,0.041
S98_04430,RIP3406,25/05/1998,91.924,21.633,1997,DTW,270,Chittagong,Cox's Bazar,Maheshkhali,Hoanak,Hariarchhara,2224947355,0.25,0.02,< 0.1,0.016,14.7,< 0.003,< 0.002,< 0.008,3.3,2,0.006,11.7,0.737,10.1,0.2,24.9,8.4,0.093,< 0.002,0.009
S98_04432,RIP3408,25/05/1998,91.923,21.603,1991,STW,41,Chittagong,Cox's Bazar,Maheshkhali,Hoanak,Hoanak,2224947417,0.25,< 0.01,< 0.1,0.02,2.6,0.005,< 0.002,< 0.008,6.39,1.9,0.007,2.99,0.178,8.9,< 0.1,13.9,14.3,0.0311,< 0.002,0.021
S98_04433,RIP3409,25/05/1998,91.937,21.538,1993,STW,28,Chittagong,Cox's Bazar,Maheshkhali,Bara maheshkhali,Fakiraghona,2224911224,0.25,0.01,< 0.1,0.008,10.8,< 0.003,< 0.002,< 0.008,1.48,4.1,0.01,12.9,0.743,31.6,0.2,20.6,17.3,0.0821,< 0.002,0.008
S98_04434,RIP3454,23/05/1998,92.083,21.427,1993,STW,80,Chittagong,Cox's Bazar,Ramu,Joarianala,Chakmarkil,2226638051,0.25,0.04,1.6,0.066,92.3,< 0.003,< 0.002,< 0.008,5.39,116,0.015,261,0.774,2560,4,13.3,360,1.41,< 0.002,0.024
S98_04435,RIP3455,23/05/1998,92.056,21.409,1993,STW,43,Chittagong,Cox's Bazar,Ramu,Dak.mithachari,Dak.mithachari,2226685102,0.25,0.05,< 0.1,0.021,10.1,< 0.003,< 0.002,< 0.008,9.05,3,0.015,7.83,0.506,27.3,0.4,30,7.9,0.105,< 0.002,0.027
S98_04437,RIP3457,23/05/1998,92.109,21.408,1997,DTW,97,Chittagong,Cox's Bazar,Ramu,Rajarkul,Rajarkul,2226676841,0.25,0.01,< 0.1,0.017,7.6,< 0.003,< 0.002,< 0.008,5.76,5.5,0.017,10.7,0.383,17.3,0.3,34,2,0.0888,< 0.002,0.027
S98_04438,RIP3458,23/05/1998,92.121,21.428,1995,STW,20,Chittagong,Cox's Bazar,Ramu,Kavarkho,Lal ukhiarghona,2226666637,0.25,0.01,0.1,0.005,13.2,< 0.003,< 0.002,< 0.008,0.083,1.9,< 0.004,3.75,0.056,99,0.1,13.4,1.9,0.0979,< 0.002,0.01
S98_04440,RIP3460,23/05/1998,92.098,21.473,1997,DTW,115,Chittagong,Cox's Bazar,Ramu,Joariahala,Joariahala,2226638357,0.25,< 0.01,< 0.1,0.028,7.6,< 0.003,< 0.002,< 0.008,11.7,2.7,0.017,4.64,0.722,13.4,0.3,38.8,3.5,0.0804,< 0.002,0.024
S98_04444,RIP3465,24/05/1998,92.237,21.042,1992,DTW,197,Chittagong,Cox's Bazar,Teknaf,Whykong,Maddhya nhila,2229079331,0.25,5.28,< 0.1,0.013,146,< 0.003,0.105,0.016,0.52,3,0.022,9.27,0.261,79.7,0.5,14.7,10.4,0.368,< 0.002,0.651
S98_04445,RIP3466,24/05/1998,92.224,21.072,1992,DTW,203,Chittagong,Cox's Bazar,Teknaf,Whykong,Uttar nhila,2229079912,0.25,0.61,< 0.1,0.009,18.7,< 0.003,< 0.002,< 0.008,0.114,6.7,0.016,11.3,0.122,97.8,0.1,11.4,6.8,0.161,< 0.002,0.012
S98_04446,RIP3467,24/05/1998,92.213,21.091,1992,STW,28,Chittagong,Cox's Bazar,Teknaf,Whykong,Uttar nhila,2229079912,0.25,0.02,< 0.1,0.049,3.6,< 0.003,< 0.002,< 0.008,0.498,4.7,0.013,6.01,0.122,18.4,< 0.1,10.1,21.9,0.0482,< 0.002,0.024
S98_04449,RIP3471,25/05/1998,92.062,21.556,1995,STW,48,Chittagong,Cox's Bazar,Cox's Bazar Sadar,Idgaon,Idgaon,2222435471,0.25,< 0.01,< 0.1,0.05,5.4,< 0.003,< 0.002,< 0.008,5.96,3.3,0.015,4.63,0.23,58.3,0.2,27.4,18.8,0.0667,< 0.002,0.015
