"x","y","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","Class","Landuse","Class_ID"
678694.982828079,4763862.32705927,263,362,313,824,1027,1027,907,1828,1357,956,"Class_2","Building",2
678697.500473943,4763862.32705927,263,362,313,824,1027,1027,907,1828,1357,956,"Class_2","Building",2
678700.018119806,4763862.32705927,292,334,320,735,1075,1075,846,1732,1357,1030,"Class_2","Building",2
678702.53576567,4763862.32705927,292,334,320,735,1075,1075,846,1732,1357,1030,"Class_2","Building",2
678705.053411534,4763862.32705927,292,334,320,735,1075,1075,846,1732,1357,1030,"Class_2","Building",2
678707.571057398,4763862.32705927,292,334,320,735,1075,1075,846,1732,1357,1030,"Class_2","Building",2
678710.088703262,4763862.32705927,279,301,296,735,1075,1075,663,1732,1357,1030,"Class_2","Building",2
678712.606349125,4763862.32705927,279,301,296,735,1075,1075,663,1732,1357,1030,"Class_2","Building",2
678715.123994989,4763862.32705927,279,301,296,735,1075,1075,663,1732,1357,1030,"Class_2","Building",2
678717.641640853,4763862.32705927,279,301,296,735,1075,1075,663,1732,1357,1030,"Class_2","Building",2
678720.159286717,4763862.32705927,408,407,406,912,1640,1640,934,2061,1714,1196,"Class_2","Building",2
678722.676932581,4763862.32705927,408,407,406,912,1640,1640,934,2061,1714,1196,"Class_2","Building",2
678725.194578444,4763862.32705927,408,407,406,912,1640,1640,934,2061,1714,1196,"Class_2","Building",2
679548.464775905,4763862.32705927,342,684,598,1106,2332,2332,3196,3277,2247,1195,"Class_4","Grass",4
679550.982421768,4763862.32705927,325,654,586,1106,2332,2332,3124,3277,2247,1195,"Class_4","Grass",4
679553.500067632,4763862.32705927,325,654,586,1106,2332,2332,3124,3277,2247,1195,"Class_4","Grass",4
679556.017713496,4763862.32705927,325,654,586,1106,2332,2332,3124,3277,2247,1195,"Class_4","Grass",4
679558.53535936,4763862.32705927,325,654,586,1106,2332,2332,3124,3277,2247,1195,"Class_4","Grass",4
679561.053005224,4763862.32705927,342,672,580,1152,2538,2538,3370,3649,2349,1209,"Class_4","Grass",4
679563.570651087,4763862.32705927,342,672,580,1152,2538,2538,3370,3649,2349,1209,"Class_4","Grass",4
679566.088296951,4763862.32705927,342,672,580,1152,2538,2538,3370,3649,2349,1209,"Class_4","Grass",4
679568.605942815,4763862.32705927,342,672,580,1152,2538,2538,3370,3649,2349,1209,"Class_4","Grass",4
679571.123588679,4763862.32705927,390,736,583,1152,2538,2538,3684,3649,2349,1209,"Class_4","Grass",4
679573.641234543,4763862.32705927,390,736,583,1152,2538,2538,3684,3649,2349,1209,"Class_4","Grass",4
679576.158880406,4763862.32705927,390,736,583,1152,2538,2538,3684,3649,2349,1209,"Class_4","Grass",4
679578.67652627,4763862.32705927,390,736,583,1152,2538,2538,3684,3649,2349,1209,"Class_4","Grass",4
679581.194172134,4763862.32705927,348,762,528,1100,2607,2607,3843,3719,2311,1152,"Class_4","Grass",4
679583.711817998,4763862.32705927,348,762,528,1100,2607,2607,3843,3719,2311,1152,"Class_4","Grass",4
679586.229463862,4763862.32705927,348,762,528,1100,2607,2607,3843,3719,2311,1152,"Class_4","Grass",4
679588.747109725,4763862.32705927,348,762,528,1100,2607,2607,3843,3719,2311,1152,"Class_4","Grass",4
679591.264755589,4763862.32705927,327,707,475,1100,2607,2607,3837,3719,2311,1152,"Class_4","Grass",4
679593.782401453,4763862.32705927,327,707,475,1100,2607,2607,3837,3719,2311,1152,"Class_4","Grass",4
679596.300047317,4763862.32705927,327,707,475,1100,2607,2607,3837,3719,2311,1152,"Class_4","Grass",4
679598.817693181,4763862.32705927,327,707,475,1100,2607,2607,3837,3719,2311,1152,"Class_4","Grass",4
679601.335339044,4763862.32705927,282,630,484,993,2300,2300,3543,3444,2178,1059,"Class_4","Grass",4
679603.852984908,4763862.32705927,282,630,484,993,2300,2300,3543,3444,2178,1059,"Class_4","Grass",4
679606.370630772,4763862.32705927,282,630,484,993,2300,2300,3543,3444,2178,1059,"Class_4","Grass",4
679608.888276636,4763862.32705927,282,630,484,993,2300,2300,3543,3444,2178,1059,"Class_4","Grass",4
679611.405922499,4763862.32705927,236,591,447,993,2300,2300,3225,3444,2178,1059,"Class_4","Grass",4
679613.923568363,4763862.32705927,236,591,447,993,2300,2300,3225,3444,2178,1059,"Class_4","Grass",4
679616.441214227,4763862.32705927,236,591,447,993,2300,2300,3225,3444,2178,1059,"Class_4","Grass",4
679618.958860091,4763862.32705927,236,591,447,993,2300,2300,3225,3444,2178,1059,"Class_4","Grass",4
679621.476505955,4763862.32705927,245,565,432,943,2084,2084,3077,3184,2105,1004,"Class_4","Grass",4
679787.641132965,4763862.32705927,136,375,143,564,2362,2362,3336,3538,1454,599,"Class_3","Tree/bushes",3
679790.158778829,4763862.32705927,109,340,139,564,2362,2362,3393,3538,1454,599,"Class_3","Tree/bushes",3
679792.676424693,4763862.32705927,109,340,139,564,2362,2362,3393,3538,1454,599,"Class_3","Tree/bushes",3
679795.194070556,4763862.32705927,109,340,139,564,2362,2362,3393,3538,1454,599,"Class_3","Tree/bushes",3
679797.71171642,4763862.32705927,109,340,139,564,2362,2362,3393,3538,1454,599,"Class_3","Tree/bushes",3
679800.229362284,4763862.32705927,90,197,112,476,2317,2317,3137,3705,1514,629,"Class_3","Tree/bushes",3
679802.747008148,4763862.32705927,90,197,112,476,2317,2317,3137,3705,1514,629,"Class_3","Tree/bushes",3
679805.264654011,4763862.32705927,90,197,112,476,2317,2317,3137,3705,1514,629,"Class_3","Tree/bushes",3
679807.782299875,4763862.32705927,90,197,112,476,2317,2317,3137,3705,1514,629,"Class_3","Tree/bushes",3
679810.299945739,4763862.32705927,105,286,137,476,2317,2317,3551,3705,1514,629,"Class_3","Tree/bushes",3
679812.817591603,4763862.32705927,105,286,137,476,2317,2317,3551,3705,1514,629,"Class_3","Tree/bushes",3
679815.335237467,4763862.32705927,105,286,137,476,2317,2317,3551,3705,1514,629,"Class_3","Tree/bushes",3
679817.852883331,4763862.32705927,105,286,137,476,2317,2317,3551,3705,1514,629,"Class_3","Tree/bushes",3
679820.370529194,4763862.32705927,78,252,130,448,2230,2230,3547,3677,1537,631,"Class_3","Tree/bushes",3
679822.888175058,4763862.32705927,78,252,130,448,2230,2230,3547,3677,1537,631,"Class_3","Tree/bushes",3
679825.405820922,4763862.32705927,78,252,130,448,2230,2230,3547,3677,1537,631,"Class_3","Tree/bushes",3
679827.923466786,4763862.32705927,78,252,130,448,2230,2230,3547,3677,1537,631,"Class_3","Tree/bushes",3
679830.441112649,4763862.32705927,79,249,109,448,2230,2230,3373,3677,1537,631,"Class_3","Tree/bushes",3
679832.958758513,4763862.32705927,79,249,109,448,2230,2230,3373,3677,1537,631,"Class_3","Tree/bushes",3
679835.476404377,4763862.32705927,79,249,109,448,2230,2230,3373,3677,1537,631,"Class_3","Tree/bushes",3
679837.994050241,4763862.32705927,79,249,109,448,2230,2230,3373,3677,1537,631,"Class_3","Tree/bushes",3
679840.511696105,4763862.32705927,87,234,119,484,2385,2385,3583,3596,1551,646,"Class_3","Tree/bushes",3
679843.029341968,4763862.32705927,87,234,119,484,2385,2385,3583,3596,1551,646,"Class_3","Tree/bushes",3
679845.546987832,4763862.32705927,87,234,119,484,2385,2385,3583,3596,1551,646,"Class_3","Tree/bushes",3
679848.064633696,4763862.32705927,87,234,119,484,2385,2385,3583,3596,1551,646,"Class_3","Tree/bushes",3
679850.58227956,4763862.32705927,83,280,122,484,2385,2385,3599,3596,1551,646,"Class_3","Tree/bushes",3
679853.099925424,4763862.32705927,83,280,122,484,2385,2385,3599,3596,1551,646,"Class_3","Tree/bushes",3
679855.617571287,4763862.32705927,83,280,122,484,2385,2385,3599,3596,1551,646,"Class_3","Tree/bushes",3
679858.135217151,4763862.32705927,83,280,122,484,2385,2385,3599,3596,1551,646,"Class_3","Tree/bushes",3
679860.652863015,4763862.32705927,56,225,125,508,2443,2443,3298,3850,1569,664,"Class_3","Tree/bushes",3
678684.912244624,4763859.83579046,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678687.429890487,4763859.83579046,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678689.947536351,4763859.83579046,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678692.465182215,4763859.83579046,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678694.982828079,4763859.83579046,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678697.500473943,4763859.83579046,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678700.018119806,4763859.83579046,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678702.53576567,4763859.83579046,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678705.053411534,4763859.83579046,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678707.571057398,4763859.83579046,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678710.088703262,4763859.83579046,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678712.606349125,4763859.83579046,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678715.123994989,4763859.83579046,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678717.641640853,4763859.83579046,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678720.159286717,4763859.83579046,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678722.676932581,4763859.83579046,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678725.194578444,4763859.83579046,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678992.065040006,4763859.83579046,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
678994.58268587,4763859.83579046,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
678997.100331734,4763859.83579046,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
678999.617977598,4763859.83579046,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
679002.135623462,4763859.83579046,424,584,549,741,1785,1785,1532,2120,1585,1116,"Class_1","Parking/road/pavement",1
679004.653269325,4763859.83579046,424,584,549,741,1785,1785,1532,2120,1585,1116,"Class_1","Parking/road/pavement",1
679548.464775905,4763859.83579046,348,672,590,1069,2404,2404,3275,3383,2268,1206,"Class_4","Grass",4
679550.982421768,4763859.83579046,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679553.500067632,4763859.83579046,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679556.017713496,4763859.83579046,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679558.53535936,4763859.83579046,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679561.053005224,4763859.83579046,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679563.570651087,4763859.83579046,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679566.088296951,4763859.83579046,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679568.605942815,4763859.83579046,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679571.123588679,4763859.83579046,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679573.641234543,4763859.83579046,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679576.158880406,4763859.83579046,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679578.67652627,4763859.83579046,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679581.194172134,4763859.83579046,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679583.711817998,4763859.83579046,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679586.229463862,4763859.83579046,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679588.747109725,4763859.83579046,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679591.264755589,4763859.83579046,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679593.782401453,4763859.83579046,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679596.300047317,4763859.83579046,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679598.817693181,4763859.83579046,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679601.335339044,4763859.83579046,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679603.852984908,4763859.83579046,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679606.370630772,4763859.83579046,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679608.888276636,4763859.83579046,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679611.405922499,4763859.83579046,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679613.923568363,4763859.83579046,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679616.441214227,4763859.83579046,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679618.958860091,4763859.83579046,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679621.476505955,4763859.83579046,259,575,479,971,2061,2061,2982,3081,2090,1022,"Class_4","Grass",4
679787.641132965,4763859.83579046,117,427,189,686,2404,2404,3793,3410,1529,660,"Class_3","Tree/bushes",3
679790.158778829,4763859.83579046,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679792.676424693,4763859.83579046,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679795.194070556,4763859.83579046,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679797.71171642,4763859.83579046,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679800.229362284,4763859.83579046,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679802.747008148,4763859.83579046,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679805.264654011,4763859.83579046,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679807.782299875,4763859.83579046,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679810.299945739,4763859.83579046,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679812.817591603,4763859.83579046,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679815.335237467,4763859.83579046,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679817.852883331,4763859.83579046,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679820.370529194,4763859.83579046,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679822.888175058,4763859.83579046,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679825.405820922,4763859.83579046,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679827.923466786,4763859.83579046,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679830.441112649,4763859.83579046,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679832.958758513,4763859.83579046,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679835.476404377,4763859.83579046,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679837.994050241,4763859.83579046,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679840.511696105,4763859.83579046,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679843.029341968,4763859.83579046,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679845.546987832,4763859.83579046,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679848.064633696,4763859.83579046,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679850.58227956,4763859.83579046,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679853.099925424,4763859.83579046,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679855.617571287,4763859.83579046,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679858.135217151,4763859.83579046,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679860.652863015,4763859.83579046,79,285,143,487,2498,2498,3775,3883,1612,668,"Class_3","Tree/bushes",3
678684.912244624,4763857.34452165,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678687.429890487,4763857.34452165,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678689.947536351,4763857.34452165,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678692.465182215,4763857.34452165,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678694.982828079,4763857.34452165,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678697.500473943,4763857.34452165,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678700.018119806,4763857.34452165,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678702.53576567,4763857.34452165,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678705.053411534,4763857.34452165,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678707.571057398,4763857.34452165,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678710.088703262,4763857.34452165,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678712.606349125,4763857.34452165,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678715.123994989,4763857.34452165,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678717.641640853,4763857.34452165,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678720.159286717,4763857.34452165,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678722.676932581,4763857.34452165,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678725.194578444,4763857.34452165,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678992.065040006,4763857.34452165,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
678994.58268587,4763857.34452165,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
678997.100331734,4763857.34452165,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
678999.617977598,4763857.34452165,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
679002.135623462,4763857.34452165,424,584,549,741,1785,1785,1532,2120,1585,1116,"Class_1","Parking/road/pavement",1
679004.653269325,4763857.34452165,424,584,549,741,1785,1785,1532,2120,1585,1116,"Class_1","Parking/road/pavement",1
679550.982421768,4763857.34452165,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679553.500067632,4763857.34452165,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679556.017713496,4763857.34452165,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679558.53535936,4763857.34452165,355,692,596,1069,2404,2404,3424,3383,2268,1206,"Class_4","Grass",4
679561.053005224,4763857.34452165,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679563.570651087,4763857.34452165,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679566.088296951,4763857.34452165,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679568.605942815,4763857.34452165,383,691,572,1195,2587,2587,3598,3642,2384,1278,"Class_4","Grass",4
679571.123588679,4763857.34452165,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679573.641234543,4763857.34452165,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679576.158880406,4763857.34452165,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679578.67652627,4763857.34452165,381,719,553,1195,2587,2587,3709,3642,2384,1278,"Class_4","Grass",4
679581.194172134,4763857.34452165,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679583.711817998,4763857.34452165,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679586.229463862,4763857.34452165,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679588.747109725,4763857.34452165,315,720,539,1173,2590,2590,3637,3729,2403,1262,"Class_4","Grass",4
679591.264755589,4763857.34452165,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679593.782401453,4763857.34452165,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679596.300047317,4763857.34452165,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679598.817693181,4763857.34452165,311,703,521,1173,2590,2590,3618,3729,2403,1262,"Class_4","Grass",4
679601.335339044,4763857.34452165,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679603.852984908,4763857.34452165,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679606.370630772,4763857.34452165,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679608.888276636,4763857.34452165,269,596,479,1032,2277,2277,3397,3349,2268,1141,"Class_4","Grass",4
679611.405922499,4763857.34452165,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679613.923568363,4763857.34452165,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679616.441214227,4763857.34452165,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679618.958860091,4763857.34452165,245,567,466,1032,2277,2277,3120,3349,2268,1141,"Class_4","Grass",4
679621.476505955,4763857.34452165,259,575,479,971,2061,2061,2982,3081,2090,1022,"Class_4","Grass",4
679623.994151818,4763857.34452165,259,575,479,971,2061,2061,2982,3081,2090,1022,"Class_4","Grass",4
679787.641132965,4763857.34452165,117,427,189,686,2404,2404,3793,3410,1529,660,"Class_3","Tree/bushes",3
679790.158778829,4763857.34452165,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679792.676424693,4763857.34452165,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679795.194070556,4763857.34452165,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679797.71171642,4763857.34452165,111,324,165,686,2404,2404,3540,3410,1529,660,"Class_3","Tree/bushes",3
679800.229362284,4763857.34452165,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679802.747008148,4763857.34452165,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679805.264654011,4763857.34452165,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679807.782299875,4763857.34452165,95,254,140,484,2200,2200,3366,3574,1511,628,"Class_3","Tree/bushes",3
679810.299945739,4763857.34452165,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679812.817591603,4763857.34452165,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679815.335237467,4763857.34452165,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679817.852883331,4763857.34452165,105,268,121,484,2200,2200,3571,3574,1511,628,"Class_3","Tree/bushes",3
679820.370529194,4763857.34452165,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679822.888175058,4763857.34452165,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679825.405820922,4763857.34452165,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679827.923466786,4763857.34452165,97,270,131,509,2296,2296,3674,3757,1523,611,"Class_3","Tree/bushes",3
679830.441112649,4763857.34452165,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679832.958758513,4763857.34452165,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679835.476404377,4763857.34452165,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679837.994050241,4763857.34452165,85,252,125,509,2296,2296,3628,3757,1523,611,"Class_3","Tree/bushes",3
679840.511696105,4763857.34452165,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679843.029341968,4763857.34452165,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679845.546987832,4763857.34452165,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679848.064633696,4763857.34452165,70,252,129,521,2402,2402,3729,3792,1553,643,"Class_3","Tree/bushes",3
679850.58227956,4763857.34452165,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679853.099925424,4763857.34452165,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679855.617571287,4763857.34452165,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679858.135217151,4763857.34452165,73,252,123,521,2402,2402,3594,3792,1553,643,"Class_3","Tree/bushes",3
679860.652863015,4763857.34452165,79,285,143,487,2498,2498,3775,3883,1612,668,"Class_3","Tree/bushes",3
678684.912244624,4763854.85325283,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678687.429890487,4763854.85325283,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678689.947536351,4763854.85325283,597,657,653,646,1116,1116,853,1255,1354,1017,"Class_2","Building",2
678692.465182215,4763854.85325283,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678694.982828079,4763854.85325283,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678697.500473943,4763854.85325283,572,561,562,646,1116,1116,838,1255,1354,1017,"Class_2","Building",2
678700.018119806,4763854.85325283,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678702.53576567,4763854.85325283,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678705.053411534,4763854.85325283,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678707.571057398,4763854.85325283,572,611,599,724,1281,1281,970,1753,1567,1054,"Class_2","Building",2
678710.088703262,4763854.85325283,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678712.606349125,4763854.85325283,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678715.123994989,4763854.85325283,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678717.641640853,4763854.85325283,536,599,588,724,1281,1281,1033,1753,1567,1054,"Class_2","Building",2
678720.159286717,4763854.85325283,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678722.676932581,4763854.85325283,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678725.194578444,4763854.85325283,634,681,711,961,1642,1642,1322,2286,1672,1115,"Class_2","Building",2
678992.065040006,4763854.85325283,354,512,579,708,984,984,918,1579,1568,1271,"Class_1","Parking/road/pavement",1
