FIPS,x,y,Cancer,Poverty,Smoking,PM25,NO2,SO2
51077,1303279.472,1613812.512,74,15.95333333,29.81333333,9.492,1.106466667,0.035797871
24033,1636048.467,1921250.675,44,8.4,19.88666667,12.94933333,5.0034,0.153599393
34007,1770779.48,2061835.737,67,11.20666667,24.21333333,12.352,6.069333333,0.051329366
37199,1220636.087,1515441.143,59,17.25333333,27.62,9.689333333,1.147133333,0.045491152
13245,1282819.849,1237590.181,83,21.76,26.13333333,12.23933333,1.5142,0.02978399
13265,1205964.13,1249909.645,68,26.33333333,29.1,12.34733333,1.231133333,0.072741572
13279,1279101,1097466.725,96,24.2,26.5,12.12866667,0.727733333,0.011724619
36013,1356925.681,2255464.747,60,16.2,26.81333333,10.80266667,2.7216,0.07880145
37171,1354669.092,1594547.909,77,15.75333333,29.58,10.79533333,1.801666667,0.068460218
42043,1606103.319,2096485.218,61,10.52,23.40666667,11.74733333,3.305466667,0.133408198
51011,1499577.028,1728467.534,65,12.92666667,27.3,10.992,1.869533333,0.038460886
37009,1282966.394,1585422.594,60,16.16666667,27.18,9.619333333,1.268333333,0.038737395
51033,1611502.058,1824508.555,80,10.58,26.24,11.56733333,2.698,0.099649543
36047,1833913.467,2172024.905,42,22.83333333,21.98,12.294,9.603133333,0.038231252
51173,1272812.077,1630310.37,88,15.79333333,29.8,9.416,1.043533333,0.032801523
45059,1270662.378,1362776.656,75,17.32666667,28.74,12.48733333,1.290666667,0.025618834
51101,1640681.282,1793703.591,77,7.086666667,25.39333333,11.57666667,2.6488,0.091064661
45075,1397734.609,1264367.994,63,22.82666667,25.24,11.50133333,1.3372,0.045034246
51059,1599741.123,1914646.415,41,5.206666667,15.58,13.124,4.197266667,0.132658801
37023,1276514.134,1506834.895,71,15.09333333,29.36666667,10.76,1.639733333,0.076762768
51177,1581708.461,1836635.824,69,6.286666667,22.98666667,11.66866667,2.361,0.084119819
24041,1700070.455,1927775.068,52,8.58,21.46,13.02,3.826066667,0.091707227
42057,1506294.912,2020785.076,61,10.59333333,26.62666667,11.404,3.006933333,0.107416161
37159,1382960.571,1511317.321,72,14.22666667,27.73333333,12.72866667,2.4164,0.085937188
37117,1680413.528,1588520.683,79,20.81333333,25.64666667,11.318,1.585666667,0.014973045
13293,1085492.191,1156919.191,73,18.34,29.43333333,12.21066667,1.129666667,0.094517932
13313,998958.9498,1363198.725,79,14.55333333,27.76,13.13866667,2.328133333,0.111123155
51179,1593460.956,1865910.319,68,4.833333333,20.14,12.20866667,2.85,0.112266356
37027,1287060,1531518.525,80,14.56666667,29.48,10.84733333,1.598333333,0.069409705
42119,1570613.582,2151895.609,43,11.78,24.94666667,10.69266667,2.865866667,0.139606984
36083,1814336.67,2406093.9,74,10.66,23.66,8.708666667,2.2682,0.005980841
37045,1296774.667,1462918.922,72,17,27.89333333,12.01733333,2.031333333,0.098139093
24045,1750040.409,1892975.815,81,13.31333333,24.7,11.58533333,3.467466667,0.056606171
37119,1362697.348,1463374.166,56,12.08,19.47333333,13.03333333,3.1472,0.086533074
13297,1124773.134,1263220.213,68,11.93333333,26.28666667,12.866,2.137866667,0.108604907
42123,1372531.962,2211179.994,62,11.65333333,27.86,10.67733333,2.4872,0.087274143
34039,1803087.26,2167525.559,50,9.12,20.5,12.02733333,9.225,0.049706539
13307,1073563.458,1061689.581,66,19.30666667,26.8,12.05666667,0.7182,0.017903297
13309,1242618.537,1091702.72,67,31.72666667,28.05333333,12.11666667,0.746933333,0.013975894
42003,1340289.628,2052713.595,67,11.39333333,25.3,13.14933333,5.3952,0.405722665
42129,1385974.15,2042662.979,60,9.586666667,25.29333333,12.426,3.954466667,0.390517557
13085,1075715.83,1331660.446,74,10.51333333,25.73333333,12.78533333,1.252933333,0.081379445
13063,1071151.413,1229322.893,69,16.13333333,24.11333333,13.236,3.692933333,0.1628903
37141,1638010.356,1430021.552,69,15.14,27.39333333,10.21266667,0.896866667,0.020219009
37129,1646097.352,1398296.877,66,14.06666667,24.50666667,9.52,0.9528,0.0197437
24039,1744615.768,1862073.288,87,21.86,27.29333333,11.44866667,2.336866667,0.04860733
13167,1239454.726,1157124.13,68,26.93333333,28.34,12.08333333,0.851466667,0.036318168
36117,1524638.913,2392871.668,64,10.37333333,25.34666667,9.677333333,2.417866667,0.032075248
34005,1793128.135,2075366.679,60,5.54,21.64,11.64,4.755933333,0.045815574
37053,1763878.691,1670135.135,85,10.44666667,26.93333333,9.660666667,1.611266667,0.022068544
45091,1336110.314,1428342.555,71,11.68,25.60666667,12.576,1.9606,0.070648188
45065,1252619.994,1294113.473,57,18.9,26.20666667,12.47066667,1.146533333,0.02755893
45081,1303698.653,1313763.029,57,16.90666667,26.86666667,12.21933333,1.081466667,0.023179284
37123,1443588.974,1486516.397,63,18.66666667,27.22,12.53733333,1.7368,0.035944271
36039,1776833.617,2347254.627,75,13.5,26.41333333,8.798,2.173866667,0.011101784
45073,1170904.671,1378993.2,61,13.52,25.98,12.01666667,1.133533333,0.024534528
34041,1741874.528,2176288.673,61,6.246666667,22.55333333,10.152,4.036666667,0.060948017
42005,1376413.78,2098078.46,61,12.14666667,27.58666667,12.25,4.1228,0.345467193
42035,1517690.196,2172273.438,69,13.89333333,26.25333333,10.08266667,2.2874,0.092003654
13095,1111782.166,1008830.392,76,25.54,24.98,12.48666667,0.8886,0.01055159
36115,1804774.034,2472917.923,71,11.82,26.26666667,8.425333333,1.563866667,0.003323526
13269,1094442.998,1121507.842,72,24.24666667,28.86,12.34,0.960533333,0.052555854
13067,1045720.264,1271398.865,56,9.793333333,18.76666667,13.56533333,3.912933333,0.192186332
54037,1540247.38,1956911.497,79,9.606666667,25.58666667,12.47266667,3.5824,0.090802669
51035,1344969.201,1628917.501,66,15.07333333,29.30666667,9.627333333,1.3884,0.047610201
13251,1335318.349,1176789.814,81,21.18666667,26.57333333,11.52666667,0.740666667,0.019671816
36033,1703903.787,2595627.355,70,16.21333333,27.16666667,7.441333333,0.791,0.001725461
36051,1474589.851,2334175.807,67,11.57333333,23.93333333,9.173333333,1.775866667,0.041916752
54099,1174285.609,1763155.466,87,18.98666667,31.59333333,10.934,2.315333333,0.156098409
51027,1222296.597,1670564.647,77,22.90666667,31.51333333,9.558,1.386933333,0.046099452
45031,1457757.858,1375458.332,80,20.59333333,27.84,12.722,1.509866667,0.028191081
45079,1378047.721,1327144.98,65,14.46666667,21.80666667,12.47133333,1.593133333,0.040118978
51061,1556868.479,1895059.369,64,5.873333333,21.62666667,11.91466667,2.565466667,0.088261504
54057,1447341.374,1951614.004,73,14.74,27.72,10.71733333,2.6718,0.144306704
54059,1206178.921,1720396.176,117,24.92,33.39333333,10.17466667,2.023866667,0.074718423
54109,1258731,1714945.02,96,22.81333333,33.22,9.568666667,1.483133333,0.047587327
24047,1778263.316,1880783.857,68,10.22,23.66666667,11.25266667,2.643733333,0.039584709
45069,1477747.456,1409462.874,111,25.05333333,31.22,12.71,1.441866667,0.019776288
51075,1569406.987,1781445.46,60,7.006666667,22.2,11.478,2.084866667,0.064823311
51135,1569996.505,1715378.669,79,18.91333333,30.18666667,11.32,1.9602,0.058551801
54031,1462694.697,1908032.105,59,13.50666667,29.97333333,10.206,1.935066667,0.090330269
37143,1730519.803,1640428.514,61,17.11333333,26.19333333,10.14466667,1.243466667,0.02090575
45045,1231184.545,1403328.199,63,12.87333333,23.2,12.33666667,1.697266667,0.035648661
13087,1086388.993,932261.3744,87,24.13333333,26.85333333,11.91733333,0.6314,0.009050791
13205,1118028.341,975040.5711,79,25.48,28.46,12.46266667,0.745933333,0.008809128
13235,1171003.423,1094923.931,66,19.76,28.52666667,12.42933333,0.813333333,0.025316279
54027,1476981.123,1945927.229,77,15.80666667,30.44666667,10.56866667,2.5572,0.103569945
54055,1300125.813,1698264.065,82,20.34666667,30.86,9.208666667,1.259333333,0.032377277
54063,1345865.977,1723197.083,72,15.92666667,28.76666667,9.285333333,1.546933333,0.031847434
54067,1311268.885,1800627.417,82,19.15333333,29.52,9.838,1.2936,0.074269695
54079,1212726.84,1809882.281,73,9.846666667,25.23333333,11.83666667,3.134333333,0.271460418
51193,1656055.089,1843192.977,81,14.44,27.42,11.804,2.3918,0.113077794
51005,1388452.804,1756142.049,76,11.42666667,26.75333333,9.616,1.575733333,0.030462425
34013,1804735.869,2182643.518,55,14.73333333,21.47333333,11.86933333,10.5624,0.046986706
13033,1294398.008,1205638.256,81,25.21333333,27.76666667,11.84,1.0434,0.026772439
51001,1763272.516,1826266.62,89,17.81333333,26.00666667,10.694,2.126,0.033603465
13031,1329138.939,1135899.882,67,23.32666667,22.45333333,11.72133333,0.881133333,0.014463077
13165,1302225.403,1176479.14,80,26.43333333,27.55333333,11.828,0.768333333,0.021431232
37101,1576397.465,1531400.34,75,13.52666667,25.89333333,13.13266667,2.077133333,0.018123846
51105,1135752.782,1594803.167,98,23.91333333,30,10.47066667,1.666066667,0.063224455
36103,1916558.965,2219152.491,60,6.493333333,21.82666667,10.46666667,5.666066667,0.023758802
51019,1439176.423,1711113.406,61,7.98,25.4,10.64733333,1.9292,0.040129713
51047,1549846.101,1864900.94,69,9.38,24.64666667,11.658,2.259266667,0.068956104
13103,1366794.276,1138324.102,81,10.22,25.72,11.286,0.987066667,0.014068462
54083,1381105.214,1867124.342,64,18.00666667,28.47333333,9.473333333,1.143666667,0.08417722
51085,1604974.703,1792754.047,69,4.873333333,21.92,11.78133333,2.726933333,0.084289716
51069,1508841.421,1939047.688,72,7.12,25.38,11.472,2.8908,0.083405897
51195,1175972.341,1630930.847,102,20.78,30.29333333,9.794666667,2.1212,0.055951526
24017,1631028.737,1883315.978,70,6.526666667,21.62,12.286,3.227333333,0.126469912
36031,1757119.24,2553752.167,63,12.54666667,22.38,7.366,1.0304,0.001890423
51145,1573084.275,1762556.11,68,5.98,24.41333333,11.46666667,2.052466667,0.069999768
51760,1611344.221,1767745.306,84,21.63333333,24.86,12.282,3.314333333,0.086532211
36099,1549405.809,2355026.711,63,12.32,26.28666667,9.496666667,1.980933333,0.034136129
13045,1004456.194,1226100.569,77,15.37333333,26.64666667,12.57666667,1.8114,0.186850758
51073,1694092.154,1771191.17,84,9.066666667,25.02666667,11.782,1.877066667,0.063584232
13059,1155637.238,1286419.257,61,26.07333333,19.08666667,12.91666667,1.7166,0.069270951
51083,1500908.066,1659731.3,71,17.28,27.89333333,11.26266667,1.963,0.105735036
13061,1039034.904,1010413.014,66,30.28666667,26.92,11.95466667,0.6786,0.012870123
42125,1323351.94,2018108.583,70,10.11333333,26.47333333,13.104,4.348266667,0.420846544
45055,1400663.565,1366623.446,79,13.8,27.02666667,12.73333333,1.365133333,0.036224219
34009,1800201.815,1993222.583,71,9.826666667,25.06,12.22666667,2.242533333,0.039603257
54081,1281918.487,1736878.053,79,17.97333333,30.80666667,9.546666667,1.510933333,0.053551753
13073,1262487.034,1255436.349,63,7.14,20.92666667,12.438,1.550733333,0.033392771
13091,1200452.766,1092122.291,81,21.46,27.88666667,12.30533333,0.786866667,0.020215714
54053,1198413.316,1837359.461,93,18.16,31.96666667,12.19533333,3.346466667,0.328547367
37075,1093298.55,1436078.013,67,18.91333333,29.88,10.6,0.8758,0.044359369
42051,1378511.3,1996883.489,71,17.74,28.8,12.122,3.289533333,0.363875318
51041,1605034.702,1749188.255,64,6.053333333,21.03333333,11.846,2.791733333,0.08104605
51139,1502186.462,1871116.694,66,12.76666667,29.88,10.93133333,1.3806,0.052210197
51161,1393012.024,1697984.566,54,6.186666667,21.98,10.02266667,2.14,0.035611585
13099,1049875.392,977774.6751,76,27.16,26.52,12.31,0.650466667,0.011437491
51155,1340728.098,1665907.142,74,13.79333333,29.42,9.498666667,1.443733333,0.03471435
54073,1261607.333,1915191.247,81,13.41333333,31.09333333,12.59733333,3.822,0.309699136
51171,1489940.523,1896026.698,68,9.493333333,26.19333333,10.92333333,1.608,0.067379625
37167,1413285.618,1479056.188,70,13.29333333,26.78,12.71933333,2.1168,0.049407271
51185,1265973.084,1661117.007,85,16.86,29.04,9.216666667,1.150133333,0.033583226
13187,1089047.823,1347799.341,72,14.44666667,25.31333333,12.28666667,1.1558,0.054792182
13147,1186214.801,1335649.717,64,17.22666667,26.82666667,12.77933333,1.248866667,0.027080393
54107,1234436.881,1892845.955,77,15.5,30.1,12.86466667,4.1584,0.334966519
54041,1323938.678,1882650.824,87,18.65333333,30.56666667,11.062,2.1718,0.135115377
51175,1660955.711,1685061.662,73,14.96666667,26.34666667,11.58933333,1.6544,0.048127204
13027,1181516.343,940200.0498,76,23.58666667,26.68,11.74533333,0.6898,0.007454007
13127,1367612.98,1010378.056,75,16.02,24.20666667,10.648,0.675533333,0.016681435
13153,1150012.808,1117688.327,70,12.15333333,24.45333333,12.38533333,0.939,0.047824388
13181,1241432.538,1280516.511,76,18.13333333,27.74666667,12.44933333,1.265266667,0.034317774
54005,1237814.756,1758586.578,117,19.40666667,33.33333333,10.39666667,2.077866667,0.114510997
54035,1227296.869,1849010.747,79,15.84666667,28.86666667,12.198,3.2112,0.307647429
24023,1417357.194,1959178.546,49,13.27333333,22.78666667,10.73266667,2.2226,0.208542187
13207,1118726.876,1176047.921,62,12.60666667,25.11333333,12.358,1.692866667,0.136457909
13219,1151027.256,1272737.377,50,7.32,17.78666667,12.76333333,1.8114,0.088119263
13221,1182710.86,1282146.612,68,14.14666667,26.14666667,12.57066667,1.296066667,0.06162576
13319,1190786.057,1161735.547,71,18.15333333,26.35333333,12.34666667,1.0366,0.076514197
54023,1432264.469,1913616.709,51,15.18666667,28.70666667,10.108,1.8462,0.127781155
54093,1400892.182,1909096.143,64,16.08,27.87333333,9.789333333,1.548333333,0.151042948
36059,1859870.436,2189947.365,47,5.726666667,18.82,11.05133333,13.0592,0.034188713
36075,1588690.728,2436988.083,79,14.70666667,28.18,9.054,2.1862,0.014027634
13259,1046643.494,1062076.282,71,28.12,27.22,12.11466667,0.7876,0.01841575
37073,1702334.911,1662006.436,71,15.38666667,25.74,10.83866667,1.512466667,0.035770505
51199,1696239.433,1752034.183,68,4.8,18.16,12.08266667,2.2666,0.064840601
36079,1828676.407,2261806.233,61,5,19.14,9.526,3.034666667,0.027107157
51820,1477903.628,1803796.554,63,13.74666667,25.95333333,10.62266667,1.556733333,0.03125429
36063,1387460.155,2371359.136,72,12.09333333,27.27333333,10.92933333,3.77,0.051687158
13007,1093091.067,983304.1776,63,24.60666667,26.10666667,12.48733333,0.764533333,0.009830176
24021,1575637.407,1982508.773,55,5.346666667,19.72666667,13.25266667,3.657733333,0.108542513
36089,1647135.996,2571722.277,77,16.67333333,25.84,7.974666667,0.986066667,0.00309673
13271,1225504.006,1068331.624,73,28.98666667,28.64666667,12.23133333,0.654,0.011615129
13229,1302309.007,1014963.543,92,18.44666667,28.42,11.52666667,0.6454,0.010584248
45041,1486637.477,1345492.052,77,18.07333333,26.13333333,11.896,1.3086,0.035607105
37125,1481683.846,1490671.681,61,12.48,23.59333333,12.69466667,1.642733333,0.025624934
42065,1408466.268,2139659.345,58,13.13333333,27.06666667,11.41466667,2.764733333,0.210871695
34027,1778629.855,2185127.613,49,4.006666667,16.96,10.40866667,6.314666667,0.052155983
37019,1617731.315,1374464.226,68,14.13333333,29.45333333,9.852666667,0.791066667,0.019846569
37083,1623563.726,1624783.652,71,24.41333333,27.96,12.17866667,1.655333333,0.027546562
13075,1191026.254,976480.7218,81,21.28,28.88,12.46533333,0.680466667,0.007717036
45029,1420276.636,1202878.044,81,21.50666667,27.52,10.67533333,1.0124,0.032097859
45043,1531529.213,1286308.015,64,17.56,26.1,9.911333333,1.066133333,0.04238067
37033,1473661.73,1612333.892,73,16.92,29.27333333,11.45733333,2.2072,0.114894069
37049,1697494.859,1510019.832,72,14.31333333,24.64,9.945333333,1.350933333,0.009910888
13211,1149571.168,1245032.103,60,13.48666667,23.52666667,12.62866667,1.632733333,0.128666985
42101,1751441.689,2080937.922,80,22.82,29.42,13.31,6.893,0.058032971
36085,1817579.991,2161994.379,58,10.34666667,23.70666667,11.70666667,9.3702,0.032904442
34003,1814401.264,2204752.455,48,5.886666667,18.34,11.37533333,9.018333333,0.04112128
36011,1567737.518,2374439.526,61,12.3,27.77333333,9.520666667,2.130266667,0.027034536
37145,1505394.763,1617645.776,74,13.60666667,27.37333333,11.62533333,2.132466667,0.104696358
51007,1572483.12,1737932.54,82,10.14666667,28.56666667,11.296,1.994733333,0.064431327
51660,1472787.865,1845021.532,51,24.03333333,20.66666667,11.05466667,1.5598,0.04264868
54097,1348482.639,1875559.148,74,19.86,28.52666667,10.222,1.7296,0.106872143
36025,1711335.093,2323192.08,57,14.04666667,25.22,8.61,1.116,0.015069066
34017,1819905.966,2180131.941,53,15.05333333,22.00666667,12.13533333,10.94493333,0.044451956
13305,1326934.884,1040349.836,83,20.16,27.84666667,11.46266667,0.695666667,0.010446505
34029,1824854.704,2083480.234,65,8.42,24.91333333,11.718,3.2172,0.037615359
51181,1670078.514,1731435.217,66,11.72,25.02,11.464,2.4372,0.068553031
51191,1237850.245,1611510.929,72,12.75333333,26.56,9.882,1.6892,0.041376635
37043,1104919.49,1404573.347,57,15.26,26.17333333,10.86866667,0.783466667,0.033007594
36077,1695430.803,2369555.448,59,13.91333333,23.34666667,8.384666667,1.2666,0.010474389
42089,1709056.974,2192003.055,69,9.773333333,24.96666667,9.652,2.6352,0.060264661
36041,1712275.97,2490987.62,73,10.17333333,22.35333333,7.322666667,0.886666667,0.003557744
37147,1662198.209,1556593.377,63,20.43333333,23.14,12.17,1.583533333,0.013127509
13019,1208146.786,992422.7947,88,19.59333333,29.06666667,12.24733333,0.6612,0.007774275
36071,1784395.906,2248556.365,64,10.91333333,23.10666667,9.442,2.7786,0.031406659
36001,1780443.169,2385249.289,64,11.42666667,21.46,8.835333333,2.475333333,0.007572167
13303,1222799.465,1184983.217,73,22.82,27.57333333,12.23533333,1.018133333,0.065402509
51113,1523847.656,1851669.482,57,10.34666667,24.45333333,11.29333333,1.636866667,0.047605457
51187,1519532.581,1907327.622,80,9.506666667,26.86666667,11.37266667,1.966666667,0.07172545
37065,1635788.182,1587878.711,72,22.82666667,28.27333333,12.63733333,1.6888,0.018609596
13051,1392412.033,1101415.414,65,17.26,24.16666667,11.10933333,1.0518,0.009944617
51053,1607599.901,1715108.814,78,10.75333333,28.22,11.47733333,2.143133333,0.064553301
13043,1298399.5,1132052.351,77,23.82,27.38,12.06666667,0.7762,0.015079075
51009,1466190.928,1748958.493,74,11.94666667,27.19333333,10.70066667,1.6734,0.029867792
51770,1402346.68,1700671.94,82,17.51333333,28.96,10.36,2.145066667,0.035279193
37179,1394272.731,1439225.335,60,9.286666667,22.08666667,12.874,2.0826,0.04897361
37189,1269211.479,1560293.27,47,18.84666667,20.79333333,9.731333333,1.244933333,0.042434137
51157,1528372.041,1883439.688,56,8.286666667,21.96,11.38333333,1.718133333,0.063077793
54085,1273217.53,1895127.718,80,17.58,31.44,12.086,3.053266667,0.24868401
51013,1613596.309,1922262.73,43,6.766666667,13.98,13.568,5.005933333,0.144993707
13285,1016197.213,1165749.052,74,17.27333333,26.14,12.26266667,1.258666667,0.097151262
13039,1360362.387,975480.8504,72,11.96,25.05333333,10.468,0.752133333,0.027253299
36019,1748150.048,2623675.29,69,13.74666667,23.7,7.742,1.1768,0.001208892
45011,1342753.031,1236098.031,73,21.40666667,27.20666667,11.50266667,1.095666667,0.027567092
45057,1384086.392,1403329.781,68,15.94666667,29.13333333,12.678,1.591466667,0.041551825
37011,1251796.433,1540204.588,66,17.58,26.47333333,9.703333333,1.1974,0.041331988
24001,1463675.83,1978141.473,64,15.16,26.38,11.03733333,2.706333333,0.140489244
37165,1490869.031,1438927.834,79,23.49333333,28.08666667,12.85466667,1.426133333,0.01773952
42073,1301449.84,2105533.834,62,13.28,27.28666667,12.96466667,4.101933333,0.218065512
42039,1307257.316,2185193.456,66,14.26,27.56666667,11.51466667,2.923066667,0.097478561
42015,1596515.267,2251514.685,65,12.86,26.88,9.106666667,1.471466667,0.053094296
13035,1111388.857,1205843.94,91,14.74,29.11333333,12.38133333,2.014466667,0.160238001
13001,1288990.75,1057012.927,77,19.44,27.43333333,12.026,0.7092,0.008886769
36107,1604638.584,2296816.053,61,9.806666667,23.31333333,9.08,1.734533333,0.034471747
37121,1231540.194,1530025.882,72,15.86,27.71333333,9.962,1.087666667,0.042747608
45001,1233904.427,1327933.576,70,16.4,26.92666667,12.66666667,1.252533333,0.02427076
54095,1283161.73,1929358.59,86,16.5,30.61333333,12.554,3.479333333,0.298923313
51800,1701943.473,1690601.23,74,11.63333333,23.46666667,10.886,1.933466667,0.049455466
45023,1343252.819,1397436.613,81,18.55333333,30.46666667,12.39533333,1.4288,0.04506228
13317,1214993.687,1275513.359,76,19.96666667,28.10666667,12.48133333,1.184533333,0.048553454
13155,1198918.04,1027877.281,77,21.77333333,29.3,12.55666667,0.678866667,0.009601194
36045,1590775.698,2508226.523,72,14.85333333,26,8.586,1.803866667,0.007207704
34001,1803710.599,2031834.035,69,10.92666667,25.98666667,11.76333333,3.114133333,0.040341525
42017,1745633.551,2117385.439,60,5.286666667,21.84,11.75133333,5.077333333,0.062835561
37037,1494044.085,1537413.373,51,10.59333333,21.08666667,12.54733333,2.254,0.040195966
37097,1349138.009,1524687.672,65,10.98666667,25.21333333,12.08733333,2.315333333,0.097859031
42061,1506866.668,2076919.913,61,12.58666667,26.34,10.99733333,2.758066667,0.114331818
37017,1577416.075,1428761.544,70,21.81333333,27.52,11.878,1.133066667,0.019236577
13025,1326661.912,1000420.533,99,18.22666667,30.06,11.04466667,0.677133333,0.015539183
13315,1178880.849,1066819.615,74,27.22666667,28.12,12.58733333,0.729133333,0.015056365
51700,1702968.965,1737731.396,68,13.80666667,24.94666667,12.11533333,2.6156,0.050765587
51091,1415121.011,1826079.888,56,12.74666667,25.20666667,9.149333333,1.113466667,0.041548653
51810,1752695.578,1705589.886,63,7.513333333,22.45333333,10.156,2.119733333,0.03788188
51165,1471173.589,1853131.421,51,8.92,23.8,10.72066667,1.485933333,0.049190178
13183,1339648.617,1064862.147,84,20.88666667,27.95333333,11.35,0.814733333,0.009522017
13231,1074360.616,1179283.593,85,11.23333333,25.39333333,12.31266667,1.468933333,0.127035045
13113,1060350.192,1213666.982,48,5.18,18.26,12.96466667,2.4054,0.163848439
13005,1276775.865,1033243.564,97,20.66,29.77333333,11.92533333,0.6524,0.008562619
37183,1545650.8,1556677.834,53,9.106666667,17.72666667,12.79,2.105933333,0.031941021
45071,1310463.886,1346837.147,69,16.20666667,27.22,12.446,1.220533333,0.024817823
13071,1158669.438,976083.7313,80,22.59333333,27.98,12.49333333,0.695,0.008105214
13199,1047465.29,1170294.889,66,19.15333333,28.18666667,12.24066667,1.247066667,0.109732141
24025,1663852.67,2010730.911,64,6.066666667,21.71333333,13.44133333,4.541066667,0.119126544
51051,1197155.374,1651004.36,91,20.36,31.32666667,9.614,1.8648,0.05338612
34035,1780207.58,2151254.925,47,4.273333333,15.79333333,11.512,6.028333333,0.056940368
36113,1765770.902,2492083.498,63,10.66,24.27333333,7.889333333,1.2494,0.002861461
42107,1645709.504,2137970.773,67,11.43333333,28.67333333,10.458,3.339333333,0.106499101
42041,1571533.317,2060710.058,52,6.646666667,20.99333333,12.386,3.9012,0.107308048
54071,1427489.357,1864438.437,46,13.79333333,27.12666667,9.411333333,1.290066667,0.068158849
51021,1303204.702,1667921.155,71,12.98666667,28.03333333,9.201333333,1.154,0.028963157
24043,1538083.918,1990247.173,66,10.17333333,25.11333333,12.51466667,3.615933333,0.096786915
13079,1116766.6,1142102.125,75,16.65333333,27.51333333,12.22533333,1.2422,0.082118091
54025,1347254.648,1767353.557,80,17.39333333,28.57333333,9.438,1.296133333,0.040138342
42045,1731682.361,2066067.558,67,9.146666667,24.60666667,13.42733333,6.200533333,0.061369367
13273,1087754.095,1033206.976,85,27.55333333,27.72,12.16266667,0.795333333,0.01352705
42127,1697727.853,2257139.2,64,11.91333333,26.90666667,8.940666667,1.246066667,0.031406852
51031,1478293.438,1705612.137,68,11.79333333,26.74,10.88533333,1.837933333,0.051762803
13129,1011067.176,1330535.353,90,14.01333333,28.56666667,13.30933333,2.062133333,0.157855786
51121,1367109.715,1682899.993,55,17.4,19.98,9.554,1.964066667,0.036665624
51029,1519909.161,1754957.03,69,18.9,28.81333333,11.11733333,1.6644,0.037051356
37055,1798253.644,1604192.673,67,9.18,25.10666667,8.216666667,1.1462,0.008347594
13137,1130864.957,1359803.544,60,13.65333333,25.58666667,12.17,1.1376,0.030868917
54043,1204390.574,1770898.492,108,23.90666667,33.2,10.938,2.4316,0.171496282
42033,1454142.899,2133464.921,61,13.96666667,27.39333333,10.77533333,2.168066667,0.175473521
36105,1739211.263,2274248.013,71,15.28,25.80666667,8.680666667,1.484133333,0.023338405
42111,1429094.609,2011809.21,49,12.92666667,27.22,11.344,2.639533333,0.257661742
51023,1409669.854,1733520.052,53,6.28,23.20666667,10.06533333,1.777333333,0.028794215
51109,1559975.42,1808855.188,76,10.14,26.84,11.40266667,2.0466,0.057913201
42055,1538800.032,2027269.531,55,8.533333333,24.38666667,12.33933333,3.279733333,0.095794648
13253,1058244.949,935725.1685,81,23.44666667,27.06,12.06266667,0.6452,0.010910305
37095,1763204.221,1568816.331,69,22.05333333,28.37333333,8.826666667,1.182133333,0.007774045
42103,1727250.264,2227452.264,58,8.246666667,25.24666667,8.897333333,1.825666667,0.041719105
13105,1201057.911,1311274.263,74,18.64666667,28.79333333,12.79066667,1.111533333,0.033088462
45007,1213040.652,1358418.683,70,13.92,26.8,12.72666667,1.501466667,0.024158228
36061,1827575.68,2186232.241,43,17.91333333,18.74,12.272,10.6904,0.042456716
36095,1743539.37,2375273.679,67,12.16666667,25.10666667,8.224666667,1.495333333,0.008576691
13301,1226878.056,1235056.745,84,23.9,28.78,12.29,1.332466667,0.062790517
13261,1106655.278,1065071.709,70,25.01333333,25.10666667,12.22466667,0.893733333,0.018143691
51045,1376536.195,1719306.873,63,10.04666667,25.97333333,9.652,1.887,0.030335087
13107,1274318.468,1149501.496,84,25.76,27.90666667,11.99266667,0.749666667,0.021429513
54015,1284743.833,1815780.539,103,24.78,32.10666667,10.682,2.301733333,0.122965278
42059,1331673.938,1981403.637,74,16.40666667,27.34666667,12.764,4.152733333,0.394057632
36081,1841804.183,2182258.761,39,14.54,20,12.01066667,14.68953333,0.037377968
36065,1648770.996,2428756.763,63,14.28,26.18666667,8.445333333,1.834,0.008933147
51079,1510291.406,1835864.464,61,8.126666667,24.67333333,11.17866667,1.533066667,0.038746902
54011,1185759.528,1795938.607,83,18.78666667,28.82666667,11.58866667,2.789466667,0.23816696
54061,1350699.787,1959197.776,61,17.48,22.56,12.19933333,3.297,0.326752058
51510,1616258.352,1915795.151,48,8.166666667,16.33333333,13.338,4.856866667,0.147191167
42063,1410676.886,2085864.825,53,15.92666667,24.21333333,11.798,3.693533333,0.339120644
24013,1604981.209,1998805.915,61,4.866666667,21.18666667,13.15266667,3.2682,0.127370906
54103,1301405.283,1948184.975,83,17.38666667,30.04666667,12.572,3.599866667,0.328060327
13299,1287458.284,978514.5473,78,21.82,28.40666667,11.30066667,0.639466667,0.01326026
54091,1356170.287,1926659.922,78,18.14,28.22666667,11.38066667,2.714933333,0.229157977
37103,1676368.487,1494220.466,70,17.85333333,27.88,10.46933333,1.345333333,0.011981824
45049,1378190.662,1186307.961,74,22.88,26.22666667,11.01733333,0.8428,0.023250973
51650,1717605.117,1735088.898,73,13.46,23.96,11.932,2.729333333,0.056447223
51095,1675785.756,1757564.59,48,6.693333333,18.48,11.70733333,2.332533333,0.074459277
42069,1678063.195,2228579.147,64,12.03333333,26.96,9.420666667,1.9836,0.04698714
