X2015.01.01,X2015.01.02,X2015.01.03,X2015.01.04,X2015.01.05,X2015.01.06,X2015.01.07,X2015.01.08,X2015.01.09,X2015.01.10,X2015.01.11,X2015.01.12,X2015.01.13,X2015.01.14,X2015.01.15,X2015.01.16,X2015.01.17,X2015.01.18,X2015.01.19,X2015.01.20,X2015.01.21,X2015.01.22,X2015.01.23,X2015.01.24,X2015.01.25,X2015.01.26,X2015.01.27,X2015.01.28,X2015.01.29,X2015.01.30,X2015.01.31,X2015.02.01,X2015.02.02,X2015.02.03,X2015.02.04,X2015.02.05,X2015.02.06,X2015.02.07,X2015.02.08,X2015.02.09,X2015.02.10,X2015.02.11,X2015.02.12,X2015.02.13,X2015.02.14,X2015.02.15,X2015.02.16,X2015.02.17,X2015.02.18,X2015.02.19,X2015.02.20,X2015.02.21,X2015.02.22,X2015.02.23,X2015.02.24,X2015.02.25,X2015.02.26,X2015.02.27,X2015.02.28,X2015.03.01,X2015.03.02,X2015.03.03,X2015.03.04,X2015.03.05,X2015.03.06,X2015.03.07,X2015.03.08,X2015.03.09,X2015.03.10,X2015.03.11,X2015.03.12,X2015.03.13,X2015.03.14,X2015.03.15,X2015.03.16,X2015.03.17,X2015.03.18,X2015.03.19,X2015.03.20,X2015.03.21,X2015.03.22,X2015.03.23,X2015.03.24,X2015.03.25,X2015.03.26,X2015.03.27,X2015.03.28,X2015.03.29,X2015.03.30,X2015.03.31,X2015.04.01,lon,lat
22.36447,22.40305,22.62285,20.58462,18.03917,16.90235,16.57342,17.31278,17.09939,16.14622,15.35886,16.71025,18.65854,18.46418,19.69546,20.55614,18.05707,17.15409,16.95769,16.52711,17.84615,19.09617,18.9752,17.97424,17.38236,17.24398,18.64684,18.76421,19.26261,17.5249,15.34222,15.5291,16.93549,18.08231,19.08405,18.9499,17.2506,17.47992,18.05418,18.76858,19.05183,17.87484,18.01837,18.7989,18.69442,18.06229,19.60741,21.16712,20.56389,19.66247,20.35191,20.92257,20.7524,22.38705,22.89186,24.06865,24.33329,24.27005,24.45186,25.1645,24.86926,23.00783,20.54028,20.55177,20.06478,20.28452,21.50931,22.79402,23.82656,22.49927,22.69708,23.313,24.76867,26.02666,25.99021,26.01207,25.78345,24.33744,23.71821,25.26051,26.09906,26.90764,26.93013,26.73514,26.99146,26.28594,24.24037,24.79193,26.2196,24.274,20.88309,626898.744861979,2682474.06828764
22.32628,22.48109,22.67742,20.63432,18.11819,17.02734,16.67268,17.43192,17.13922,16.2741,15.5836,16.87493,18.71247,18.60024,19.84336,20.57975,18.02415,17.16016,16.97243,16.64476,18.04199,19.19388,19.02956,18.08527,17.44531,17.2972,18.63288,18.78804,19.29208,17.65595,15.38078,15.60926,17.01064,18.15823,19.04796,19.02096,17.4291,17.49015,18.09394,18.83287,19.1372,18.02408,18.1005,18.721,18.76915,18.08456,19.62884,21.14104,20.63439,19.61784,20.37729,20.93336,20.5782,22.37943,22.89003,24.05483,24.2943,24.29388,24.50022,25.21399,24.94857,23.12203,20.60182,20.62092,20.14353,20.38836,21.57466,22.8636,23.90777,22.60389,22.73938,23.37941,24.89175,26.20212,26.09384,26.08228,25.79029,24.46483,23.83791,25.35589,26.21848,27.03228,27.07422,26.83348,26.99766,26.34156,24.29733,24.90966,26.30554,24.09557,20.82162,639590.171054315,2682593.49708978
22.28817,22.55927,22.73205,20.68352,18.19729,17.15261,16.77187,17.55084,17.17884,16.40191,15.80848,17.03933,18.76633,18.73651,19.99126,20.60337,17.99123,17.16601,16.9873,16.76228,18.23775,19.29166,19.08405,18.19651,17.50826,17.35049,18.61906,18.81201,19.32169,17.78714,15.41927,15.68934,17.08607,18.23401,19.01172,19.09187,17.60773,17.50058,18.13391,18.89724,19.22271,18.17346,18.18255,18.6431,18.84429,18.10698,19.65041,21.1151,20.70495,19.57329,20.40267,20.94414,20.4038,22.37175,22.8882,24.04094,24.25546,24.31756,24.54851,25.26354,25.02795,23.23595,20.66329,20.68944,20.2222,20.49206,21.64008,22.93296,23.98891,22.70851,22.78175,23.44582,25.01484,26.3778,26.19733,26.15242,25.79691,24.5925,23.95783,25.45106,26.33775,27.15705,27.21824,26.93203,27.0038,26.39732,24.3545,25.02731,26.39147,23.91701,20.75959,652282.040619408,2682724.30926425
22.24998,22.63716,22.78668,20.73308,18.27631,17.27774,16.8707,17.67012,17.21874,16.52979,16.03315,17.20386,18.82061,18.87256,20.13923,20.62684,17.95824,17.172,17.00218,16.87994,18.43352,19.38958,19.13854,18.30754,17.5715,17.40386,18.60524,18.83584,19.35123,17.91834,15.45769,15.76949,17.16136,18.3098,18.97549,19.16279,17.78644,17.51094,18.17374,18.96118,19.30844,18.32284,18.26461,18.5652,18.9193,18.12905,19.67177,21.08894,20.77545,19.52859,20.42812,20.95486,20.2296,22.36435,22.88629,24.02719,24.21647,24.34118,24.59694,25.3131,25.10726,23.35023,20.72483,20.75839,20.30087,20.59576,21.70514,23.0024,24.06991,22.81305,22.82433,23.51222,25.13806,26.55333,26.30096,26.22285,25.8034,24.71988,24.07781,25.54637,26.45724,27.2819,27.36248,27.03037,27.01007,26.4528,24.41161,25.14504,26.47741,23.73859,20.69811,664974.393876666,2682866.50732134
22.21196,22.71527,22.84125,20.78243,18.35548,17.40294,16.96968,17.78912,17.25857,16.65767,16.25803,17.36861,18.87447,19.00862,20.28691,20.65046,17.92539,17.17813,17.01698,16.99774,18.62935,19.48742,19.19297,18.41857,17.63431,17.45701,18.59136,18.8598,19.38084,18.04946,15.49618,15.84986,17.23686,18.38572,18.93925,19.23392,17.96507,17.52138,18.21357,19.02547,19.39388,18.47215,18.34667,18.48716,18.99431,18.15125,19.69341,21.06286,20.84601,19.48404,20.45342,20.96557,20.05534,22.35659,22.88446,24.01352,24.17763,24.36494,24.64509,25.36259,25.18663,23.46436,20.7863,20.82733,20.37955,20.69945,21.77042,23.07191,24.15105,22.91781,22.86663,23.57877,25.26108,26.72893,26.40458,26.29313,25.81017,24.84748,24.19758,25.64161,26.57652,27.40654,27.50678,27.12878,27.01634,26.50842,24.46871,25.2627,26.56327,23.56002,20.63664,677667.271148824,2683020.09399011
22.12857,22.73452,22.82912,20.78384,18.37479,17.45003,17.0136,17.84192,17.23037,16.72668,16.41114,17.4654,18.86432,19.07066,20.34846,20.60238,17.86208,17.15473,16.99217,17.05956,18.76865,19.53543,19.18782,18.46764,17.64298,17.45638,18.53172,18.8364,19.34439,18.11375,15.47877,15.86882,17.26287,18.4209,18.85811,19.26339,18.06215,17.48324,18.20709,19.05,19.42081,18.53151,18.35442,18.35252,18.98937,18.11417,19.6564,20.9789,20.83551,19.36074,20.40528,20.91496,19.82348,22.28137,22.80508,23.92949,24.0678,24.31369,24.62302,25.34736,25.1884,23.4922,20.78306,20.81401,20.38582,20.74098,21.76936,23.08629,24.14309,22.96003,22.82137,23.54515,25.27602,26.78773,26.39676,26.25929,25.7064,24.8902,24.2286,25.65275,26.5792,27.43311,27.53188,27.13612,26.9271,26.47994,24.45792,25.29435,26.54755,23.34564,20.54415,690360.712762231,2683185.07221845
20.915,21.42323,21.0611,20.00818,16.84547,15.64098,15.68426,16.03625,16.82129,15.38184,13.79252,14.4078,16.32281,17.39702,17.29586,18.3368,17.56128,15.84845,15.35145,14.3342,15.14793,17.20788,17.35769,17.57883,17.32977,17.96092,18.73538,18.81321,18.38396,16.44547,14.68577,15.17479,16.66013,18.89695,19.10139,18.73221,16.66189,18.11777,19.14059,19.04098,19.66472,17.70199,18.31861,19.54946,19.5054,19.2813,20.02488,20.50672,20.08516,19.78005,20.72032,21.58727,21.56613,23.55755,23.68289,23.93844,24.76719,23.71455,24.8694,24.51509,23.28643,22.48539,20.32181,19.72655,19.78781,21.67575,22.01271,23.34959,24.1242,21.96541,21.74011,23.04632,25.74432,26.28615,25.90223,26.51033,24.67596,23.26627,22.93148,23.88994,25.3996,26.24477,26.06339,26.31301,27.598,27.01677,24.94462,24.77459,25.93466,25.72543,22.2586,372977.506444953,2668632.28617619
20.98944,21.44861,21.10487,20.00197,16.86816,15.69611,15.69364,16.08989,16.83588,15.38649,13.7493,14.39152,16.39909,17.42064,17.34352,18.4173,17.66963,15.92712,15.41201,14.41189,15.17486,17.0996,17.26717,17.50495,17.28077,17.88668,18.68603,18.7198,18.45713,16.43018,14.67103,15.14462,16.59817,18.8278,19.03851,18.68124,16.62975,18.1079,19.17816,19.04408,19.70399,17.66794,18.28019,19.61573,19.45359,19.20389,20.00888,20.51659,20.03595,19.72077,20.62642,21.51974,21.52714,23.51956,23.64264,23.8929,24.7411,23.63771,24.86835,24.49253,23.2994,22.44908,20.31004,19.70603,19.74332,21.63627,21.83196,23.27599,24.04221,21.89717,21.67412,22.93064,25.6586,26.22919,25.86071,26.46169,24.62944,23.24152,22.85358,23.83474,25.36915,26.18767,25.94157,26.28947,27.5163,27.0922,24.89457,24.64713,25.9403,25.66706,22.27045,385680.911223657,2668524.65709435
21.07114,21.46327,21.15746,20.00627,16.9278,15.76442,15.73333,16.15355,16.84709,15.41032,13.78427,14.47174,16.50342,17.44785,17.44552,18.51078,17.74393,16.00749,15.47503,14.53695,15.26644,17.18208,17.27316,17.45419,17.20485,17.79814,18.65269,18.70655,18.57035,16.45985,14.67258,15.15604,16.59422,18.6725,18.99579,18.65734,16.62573,18.06151,19.09991,19.00157,19.69849,17.64136,18.22111,19.57554,19.39634,19.0966,20.00155,20.50432,20.03503,19.72034,20.55705,21.46348,21.51664,23.46245,23.62516,23.8886,24.72658,23.65829,24.89485,24.50332,23.34769,22.42568,20.32392,19.72105,19.72655,21.54378,21.71811,23.21163,23.97171,21.82012,21.65636,22.86268,25.57323,26.17047,25.82455,26.42397,24.62803,23.2994,22.85605,23.78138,25.25205,26.12436,25.88954,26.19648,27.45652,27.08543,24.85129,24.62514,25.94157,25.55885,22.21743,398383.951120125,2668428.3629448
21.15364,21.47688,21.21118,20.01163,16.99195,15.83421,15.77689,16.21869,16.85766,15.43661,13.82903,14.56395,16.61093,17.47577,17.55402,18.60616,17.81428,16.08827,15.53841,14.66807,15.36647,17.28825,17.29128,17.40647,17.12554,17.7077,18.62125,18.7033,18.68843,16.49531,14.67597,15.17282,16.59803,18.50613,18.95554,18.63676,16.62538,18.01054,19.00721,18.95335,19.68756,17.61584,18.15971,19.52204,19.33868,18.98564,19.99506,20.48945,20.04018,19.72718,20.49079,21.40843,21.50959,23.40324,23.61042,23.88973,24.71354,23.69086,24.92495,24.51855,23.40028,22.40411,20.3412,19.74029,19.71336,21.44466,21.61258,23.14854,23.90263,21.74215,21.6448,22.80057,25.48786,26.11132,25.78916,26.38788,24.63197,23.36722,22.86853,23.72822,25.12403,26.06028,25.84591,26.0949,27.39913,27.0683,24.8085,24.61618,25.94235,25.44429,22.1554,411086.666683357,2668343.4018755
21.23638,21.49048,21.26469,20.01706,17.05639,15.90407,15.8206,16.28348,16.86809,15.46291,13.87366,14.6563,16.71864,17.50354,17.66272,18.70147,17.88464,16.16885,15.60178,14.79905,15.46636,17.39448,17.30947,17.35867,17.04631,17.61746,18.59002,18.69992,18.80672,16.53077,14.67928,15.1896,16.60169,18.34018,18.91557,18.61645,16.62503,17.95951,18.91451,18.90513,19.67649,17.59011,18.09831,19.4686,19.28116,18.87461,19.98893,20.47436,20.04519,19.73388,20.42445,21.35344,21.50275,23.34381,23.59569,23.89071,24.70029,23.72343,24.95484,24.53356,23.45294,22.38253,20.35826,19.75982,19.70032,21.34583,21.50719,23.08537,23.83326,21.66426,21.63303,22.73832,25.40256,26.05232,25.75363,26.35185,24.63628,23.43517,22.88108,23.67528,24.99615,25.99627,25.80262,25.9931,27.34189,27.05103,24.76592,24.60737,25.94326,25.32981,22.09393,423789.098460047,2668269.77225245
21.31912,21.50381,21.3184,20.02234,17.12075,15.97393,15.86424,16.34854,16.87888,15.48955,13.91849,14.74844,16.82622,17.53139,17.77135,18.79685,17.95485,16.24936,15.66495,14.92989,15.56618,17.50072,17.32751,17.31102,16.967,17.52695,18.55872,18.69647,18.9248,16.56623,14.68245,15.20623,16.60508,18.17409,18.87538,18.59601,16.62474,17.9084,18.82181,18.85705,19.66564,17.56452,18.0367,19.41503,19.22349,18.76351,19.98266,20.45963,20.05019,19.74072,20.35819,21.29838,21.49584,23.28459,23.58103,23.89198,24.68717,23.75614,24.98473,24.54872,23.50574,22.36103,20.37567,19.77914,19.68707,21.24671,21.40159,23.02214,23.76425,21.58608,21.62146,22.67615,25.31698,25.99317,25.71803,26.31555,24.64058,23.50327,22.8937,23.6222,24.86821,25.93226,25.75906,25.89145,27.28493,27.03404,24.72334,24.59849,25.94404,25.2154,22.03245,436491.286994875,2668207.47265966
21.4017,21.51734,21.37212,20.02784,17.18497,16.04372,15.90773,16.41347,16.8896,15.51571,13.96312,14.84064,16.9338,17.5593,17.88013,18.89216,18.02535,16.33021,15.72832,15.06101,15.66615,17.60696,17.34563,17.26322,16.88769,17.43657,18.52735,18.69315,19.04281,16.60169,14.68591,15.22308,16.60888,18.00779,18.83534,18.57564,16.62425,17.85757,18.72896,18.80884,19.65457,17.53886,17.97544,19.36159,19.16575,18.65262,19.97631,20.44468,20.05498,19.74762,20.29185,21.24326,21.48879,23.22524,23.56629,23.89276,24.67399,23.78892,25.01484,24.56381,23.55847,22.33939,20.39308,19.79852,19.67396,21.14773,21.2962,22.95898,23.69509,21.50818,21.60969,22.61404,25.23182,25.93417,25.68257,26.27938,24.64459,23.57109,22.90625,23.56897,24.74033,25.86847,25.71556,25.78993,27.22769,27.01656,24.68083,24.58968,25.94474,25.10084,21.97155,449193.272830791,2668156.50189908
21.4842,21.53067,21.4257,20.03306,17.24933,16.11365,15.95137,16.47847,16.9001,15.54193,14.00809,14.93313,17.04158,17.58701,17.98876,18.98747,18.09563,16.41079,15.79163,15.19199,15.76604,17.71319,17.36382,17.2155,16.80838,17.34619,18.49605,18.68998,19.16103,16.63708,14.68936,15.23972,16.61234,17.84178,18.79516,18.55519,16.62383,17.80639,18.6364,18.76062,19.64364,17.51313,17.91382,19.30823,19.10816,18.54152,19.97018,20.42974,20.06013,19.7546,20.22565,21.18806,21.48195,23.16588,23.55156,23.89396,24.66095,23.82156,25.04487,24.57875,23.61099,22.31782,20.41021,19.81812,19.66091,21.04876,21.19067,22.89581,23.62593,21.43007,21.59806,22.55186,25.14645,25.87523,25.64704,26.24315,24.64875,23.63905,22.91879,23.51596,24.61231,25.80417,25.67207,25.68821,27.17038,26.9995,24.63825,24.58072,25.94545,24.98636,21.91007,461895.096509306,2668116.85899057
21.55703,21.59898,21.55062,20.05802,17.26357,16.15207,15.99494,16.54854,16.92442,15.60481,14.13456,15.07222,17.18145,17.61936,18.09584,19.0524,18.10614,16.49743,15.8875,15.34701,15.92825,17.82986,17.47083,17.25187,16.7878,17.27478,18.45593,18.71162,19.21799,16.67381,14.71551,15.3002,16.66507,17.83318,18.77013,18.63231,16.67409,17.70452,18.5382,18.73968,19.52599,17.50467,17.84171,19.28496,19.07989,18.48597,19.94748,20.41409,20.12802,19.78393,20.21663,21.15916,21.4754,23.09066,23.51991,23.92173,24.64875,23.85441,25.01625,24.60843,23.70129,22.32247,20.41106,19.85287,19.71364,20.91912,21.21506,22.85556,23.59576,21.43472,21.64564,22.60227,25.06841,25.82511,25.61426,26.21122,24.65319,23.62156,22.91943,23.60972,24.62246,25.81404,25.65719,25.65275,27.11624,26.87451,24.63092,24.57149,25.91577,24.91713,21.81194,474596.79857078,2668088.54317181
21.6293,21.66891,21.67835,20.08353,17.2757,16.1895,16.0385,16.61882,16.94916,15.66911,14.26427,15.21321,17.32286,17.65186,18.20271,19.11634,18.11438,16.58414,15.98457,15.50302,16.09286,17.94696,17.58109,17.29156,16.76947,17.20429,18.4154,18.73446,19.27263,16.7104,14.74251,15.36245,16.71956,17.83071,18.74567,18.71317,16.7264,17.60033,18.43993,18.71959,19.40424,17.49663,17.76917,19.26283,19.05275,18.43253,19.924,20.39851,20.1983,19.81382,20.20944,21.1311,21.46898,23.0146,23.48762,23.95057,24.63656,23.88719,24.98544,24.63846,23.79287,22.32832,20.41127,19.8884,19.76891,20.78842,21.24445,22.81601,23.56742,21.44248,21.6952,22.65704,24.99101,25.77534,25.58169,26.17935,24.65742,23.60041,22.91985,23.70912,24.63797,25.8268,25.64323,25.61983,27.06174,26.7455,24.62485,24.56254,25.88496,24.84945,21.71212,487298.419554705,2668071.55389834
21.70181,21.73919,21.80595,20.10912,17.28804,16.22715,16.08214,16.68904,16.97398,15.73326,14.39413,15.35427,17.4642,17.68415,18.30959,19.18014,18.12256,16.67106,16.08151,15.65888,16.25739,18.06391,17.69162,17.33111,16.75114,17.13351,18.37522,18.75716,19.32719,16.74705,14.76973,15.42456,16.77412,17.82824,18.72135,18.79431,16.77864,17.49621,18.34152,18.69971,19.28242,17.48895,17.69698,19.24097,19.02575,18.37895,19.90081,20.38293,20.26866,19.84385,20.2026,21.10304,21.46243,22.93853,23.45505,23.97961,24.62443,23.91997,24.9547,24.66856,23.88437,22.33432,20.41141,19.92372,19.82425,20.65772,21.27399,22.77674,23.53894,21.45016,21.74462,22.71175,24.91332,25.72564,25.54898,26.14742,24.66172,23.57983,22.92027,23.80831,24.65334,25.83949,25.62942,25.58691,27.00746,26.61649,24.61872,24.5533,25.85423,24.78185,21.61286,5e+05,2668065.89084348
21.77392,21.80955,21.93376,20.13471,17.3003,16.26444,16.12571,16.75939,16.99879,15.79755,14.52405,15.49519,17.60548,17.71651,18.41632,19.24393,18.13109,16.75777,16.17837,15.81496,16.42207,18.18107,17.80202,17.37087,16.73288,17.06287,18.33482,18.77993,19.38182,16.78357,14.7968,15.48681,16.82876,17.82585,18.69696,18.87524,16.83073,17.3923,18.24318,18.67969,19.16054,17.48091,17.62451,19.21877,18.99854,18.32538,19.87741,20.36735,20.33894,19.87374,20.19555,21.07491,21.4558,22.86261,23.42291,24.00844,24.61217,23.95303,24.92397,24.69866,23.97601,22.33995,20.41155,19.95939,19.87973,20.52709,21.30332,22.73713,23.51032,21.45792,21.79432,22.76638,24.83578,25.67587,25.51634,26.11562,24.66602,23.55875,22.92063,23.90777,24.66899,25.85218,25.61588,25.55399,26.95297,26.48735,24.61287,24.54407,25.82335,24.71438,21.51248,512701.580445296,2668071.55389834
21.84635,21.87962,22.06143,20.16023,17.3125,16.3018,16.16934,16.8296,17.02347,15.86177,14.65369,15.63619,17.74668,17.74915,18.52326,19.30794,18.13927,16.84448,16.27544,15.97083,16.58661,18.29817,17.91248,17.41063,16.71441,16.9921,18.2945,18.80256,19.43646,16.82037,14.82387,15.54898,16.88339,17.82331,18.67257,18.95617,16.8829,17.28818,18.1447,18.65981,19.03879,17.47309,17.55197,19.1967,18.97133,18.27215,19.854,20.35184,20.40922,19.90384,20.18878,21.04693,21.44917,22.7864,23.39048,24.03727,24.59997,23.98581,24.89309,24.72862,24.06752,22.34602,20.41162,19.99478,19.93493,20.39646,21.33286,22.69779,23.48198,21.46588,21.84388,22.82109,24.75823,25.62624,25.4837,26.08383,24.67032,23.53788,22.92091,24.00717,24.68442,25.86487,25.60206,25.52113,26.89862,26.35834,24.60681,24.53497,25.79254,24.64671,21.41322,525403.201429221,2668088.54317181
21.91894,21.95004,22.18768,20.18787,17.32843,16.34058,16.21277,16.8989,17.04765,15.92479,14.7815,15.77704,17.88746,17.7839,18.6321,19.37675,18.14674,16.92978,16.37286,16.12345,16.75086,18.41448,18.02471,17.45173,16.70067,16.9259,18.25819,18.82456,19.48827,16.85963,14.85333,15.60799,16.93542,17.82232,18.65219,19.03435,16.93506,17.19012,18.05009,18.64134,18.92276,17.46773,17.48542,19.17421,18.94426,18.22034,19.8306,20.34289,20.47789,19.93324,20.18434,21.0207,21.44078,22.7121,23.35777,24.06576,24.58799,24.02,24.86165,24.76084,24.16078,22.35617,20.41338,20.03236,19.98865,20.27063,21.36246,22.66064,23.45738,21.47942,21.89696,22.87671,24.684,25.58113,25.45571,26.05366,24.68146,23.5228,22.92634,24.10981,24.7079,25.88341,25.59734,25.49639,26.848,26.23476,24.59976,24.52708,25.76547,24.58171,21.31622,538104.903490694,2668116.85899057
21.99862,22.02872,22.27884,20.2707,17.44129,16.41481,16.25161,16.94317,17.05448,15.95772,14.85643,15.91253,18.01231,17.88006,18.79058,19.57343,18.13483,16.97074,16.48065,16.18788,16.90489,18.51635,18.18544,17.53301,16.81099,16.97504,18.33165,18.82963,19.46578,16.96573,14.94321,15.58585,16.924,17.85729,18.73742,19.0371,16.98773,17.24412,18.05439,18.66968,18.95518,17.52405,17.56938,19.1427,18.91676,18.21533,19.80501,20.51017,20.50566,19.94247,20.24715,21.04587,21.38453,22.67862,23.31554,24.08733,24.58143,24.09022,24.81244,24.84762,24.29783,22.47925,20.45469,20.12781,19.99513,20.2738,21.39962,22.68792,23.53655,21.64811,22.03584,22.95806,24.70219,25.65634,25.5463,26.06635,24.86891,23.65977,23.06162,24.30248,24.93701,26.05281,25.82286,25.68475,26.89241,26.25542,24.56684,24.55267,25.83872,24.58474,21.28577,550806.72716921,2668156.50189908
22.07838,22.10725,22.36984,20.35374,17.55437,16.48918,16.29031,16.98773,17.06111,15.99085,14.93144,16.04802,18.1373,17.97628,18.94898,19.7699,18.1227,17.01176,16.58809,16.25267,17.05907,18.61822,18.34624,17.61436,16.92111,17.0241,18.40504,18.83478,19.44344,17.07225,15.03331,15.56329,16.91237,17.89225,18.82258,19.03971,17.04039,17.29826,18.05855,18.6978,18.9874,17.58052,17.65327,19.11133,18.88913,18.21054,19.77956,20.67746,20.53337,19.95178,20.30975,21.07082,21.32792,22.6452,23.27332,24.10897,24.5748,24.1605,24.76324,24.93461,24.4348,22.60262,20.49586,20.22305,20.00183,20.27669,21.43684,22.7152,23.6155,21.81688,22.17492,23.03962,24.72045,25.73156,25.63717,26.07925,25.05629,23.79653,23.19669,24.49507,25.16626,26.22235,26.04858,25.87333,26.93711,26.27607,24.53385,24.57833,25.91217,24.58777,21.25418,563508.713005126,2668207.47265966
22.15781,22.18571,22.46085,20.43665,17.6673,16.56384,16.32909,17.032,17.06795,16.02384,15.00645,16.18365,18.26186,18.07251,19.10745,19.96672,18.11072,17.05279,16.69566,16.31703,17.21324,18.72022,18.5069,17.69564,17.03136,17.07331,18.47849,18.83971,19.42102,17.17849,15.1234,15.54095,16.90095,17.92715,18.90767,19.04239,17.09283,17.3524,18.06285,18.726,19.01962,17.63692,17.73723,19.07968,18.86178,18.20546,19.75397,20.84432,20.56107,19.9613,20.37257,21.09564,21.27145,22.61193,23.23081,24.13061,24.56811,24.2305,24.71382,25.02146,24.57184,22.72578,20.5371,20.31828,20.00846,20.27972,21.47399,22.74241,23.69431,21.98564,22.31373,23.12097,24.73863,25.80685,25.72783,26.09173,25.24373,23.93336,23.33169,24.68767,25.39551,26.39175,26.27431,26.06176,26.98138,26.29687,24.50114,24.60406,25.98528,24.59088,21.22373,576210.901539954,2668269.77225245
22.23766,22.26417,22.55179,20.51962,17.78045,16.638,16.36793,17.07641,17.07479,16.05683,15.08153,16.31908,18.38692,18.16867,19.26579,20.16334,18.09873,17.09368,16.80317,16.38153,17.36734,18.82188,18.66763,17.77699,17.14162,17.12237,18.55188,18.84486,19.3986,17.28486,15.21335,15.51846,16.88952,17.96211,18.9929,19.04514,17.14549,17.40668,18.06708,18.75399,19.0519,17.69331,17.82105,19.04831,18.83414,18.20053,19.72824,21.01168,20.58864,19.97053,20.43531,21.12066,21.21478,22.57844,23.18858,24.15232,24.56155,24.30086,24.66468,25.10831,24.70874,22.849,20.57827,20.41359,20.01508,20.2829,21.51128,22.76962,23.77348,22.15427,22.45268,23.20254,24.75675,25.88207,25.81863,26.10456,25.43104,24.0702,23.46704,24.88012,25.62462,26.56137,26.50011,26.25013,27.02607,26.31731,24.46793,24.62993,26.05859,24.59398,21.19271,588913.333316643,2668343.4018755
22.31726,22.34285,22.64273,20.60245,17.89352,16.7123,16.4067,17.12089,17.08163,16.08975,15.1566,16.4545,18.51163,18.26503,19.42426,20.36016,18.08661,17.13471,16.91074,16.44625,17.52145,18.92395,18.82822,17.85827,17.25194,17.17172,18.62526,18.84986,19.37632,17.39124,15.30331,15.49618,16.87803,17.99708,19.07799,19.04796,17.19815,17.46089,18.07124,18.78212,19.08419,17.74971,17.90508,19.0168,18.80665,18.19574,19.70272,21.17875,20.61634,19.97984,20.49791,21.14576,21.15838,22.54517,23.14628,24.17397,24.55492,24.371,24.61534,25.19516,24.84558,22.97237,20.61937,20.50883,20.02164,20.28586,21.54829,22.79691,23.85272,22.32325,22.59169,23.28389,24.77508,25.95729,25.90928,26.11746,25.61849,24.20724,23.60204,25.07285,25.85387,26.73084,26.72583,26.4387,27.07048,26.33804,24.43522,24.65559,26.13198,24.59694,21.16226,601616.048879876,2668428.3629448
22.38372,22.41954,22.72881,20.68091,18.0023,16.79118,16.45182,17.17348,17.09149,16.13276,15.24797,16.59366,18.62921,18.36605,19.58281,20.53774,18.07145,17.1713,17.00775,16.51541,17.6795,19.02519,18.97542,17.94132,17.35585,17.22036,18.68815,18.85593,19.35955,17.49973,15.38684,15.48399,16.87528,18.03543,19.14827,19.05677,17.26315,17.5089,18.07843,18.81321,19.12085,17.81421,17.98742,18.97753,18.78797,18.1927,19.68115,21.32137,20.64708,19.98181,20.55459,21.16719,21.08711,22.51281,23.1061,24.19025,24.54315,24.43459,24.57509,25.2775,24.97522,23.09256,20.66258,20.59886,20.03461,20.29798,21.58749,22.82835,23.92857,22.48355,22.7183,23.362,24.80264,26.03991,25.99938,26.13367,25.7819,24.34083,23.73344,25.25269,26.06839,26.89255,26.94063,26.61685,27.11081,26.36095,24.40886,24.68872,26.20339,24.57805,21.12616,614319.088776345,2668524.65709435
22.34465,22.48066,22.77428,20.72356,18.07632,16.90637,16.54635,17.29156,17.12632,16.25697,15.4689,16.76158,18.68843,18.5057,19.74205,20.56305,18.03085,17.17242,17.0198,16.62312,17.86878,19.12198,19.01362,18.03719,17.4095,17.26604,18.66756,18.87073,19.38725,17.62656,15.4185,15.55455,16.94317,18.10092,19.10019,19.11457,17.42867,17.50981,18.10881,18.86763,19.19297,17.944,18.05764,18.87679,18.84006,18.20455,19.69172,21.26842,20.70178,19.92647,20.56241,21.15986,20.89698,22.48941,23.08326,24.16424,24.49112,24.44417,24.60646,25.32466,25.04515,23.18879,20.72046,20.64616,20.09841,20.38469,21.64141,22.89356,23.98053,22.57682,22.74615,23.41318,24.90514,26.18132,26.08461,26.17843,25.75271,24.44848,23.83502,25.33087,26.1668,26.99209,27.06682,26.7142,27.11722,26.40212,24.43621,24.78135,26.26035,24.3827,21.04946,627022.493555047,2668632.28617619
22.30565,22.54178,22.81996,20.76614,18.15027,17.02135,16.6411,17.40985,17.16128,16.38118,15.6899,16.92957,18.74757,18.64536,19.9013,20.58842,17.99003,17.17383,17.032,16.73063,18.05778,19.21877,19.05197,18.13299,17.46322,17.31179,18.64698,18.8856,19.41496,17.75352,15.45015,15.62498,17.01085,18.16655,19.0519,19.17238,17.59399,17.51087,18.13892,18.92191,19.26494,18.07385,18.12771,18.77613,18.8916,18.21618,19.70208,21.21527,20.75648,19.87113,20.57052,21.15246,20.707,22.466,23.06049,24.13829,24.4391,24.45376,24.63761,25.3719,25.11529,23.28509,20.77841,20.69346,20.16235,20.47126,21.6952,22.95891,24.0322,22.67016,22.77407,23.46401,25.00757,26.32302,26.16983,26.22341,25.72367,24.55619,23.93675,25.40884,26.26507,27.09149,27.19301,26.81134,27.12364,26.44357,24.4637,24.87399,26.31738,24.18743,20.97277,639726.303767574,2668751.25226054
