X2015.01.01,X2015.01.02,X2015.01.03,X2015.01.04,X2015.01.05,X2015.01.06,X2015.01.07,X2015.01.08,X2015.01.09,X2015.01.10,X2015.01.11,X2015.01.12,X2015.01.13,X2015.01.14,X2015.01.15,X2015.01.16,X2015.01.17,X2015.01.18,X2015.01.19,X2015.01.20,X2015.01.21,X2015.01.22,X2015.01.23,X2015.01.24,X2015.01.25,X2015.01.26,X2015.01.27,X2015.01.28,X2015.01.29,X2015.01.30,X2015.01.31,X2015.02.01,X2015.02.02,X2015.02.03,X2015.02.04,X2015.02.05,X2015.02.06,X2015.02.07,X2015.02.08,X2015.02.09,X2015.02.10,X2015.02.11,X2015.02.12,X2015.02.13,X2015.02.14,X2015.02.15,X2015.02.16,X2015.02.17,X2015.02.18,X2015.02.19,X2015.02.20,X2015.02.21,X2015.02.22,X2015.02.23,X2015.02.24,X2015.02.25,X2015.02.26,X2015.02.27,X2015.02.28,X2015.03.01,X2015.03.02,X2015.03.03,X2015.03.04,X2015.03.05,X2015.03.06,X2015.03.07,X2015.03.08,X2015.03.09,X2015.03.10,X2015.03.11,X2015.03.12,X2015.03.13,X2015.03.14,X2015.03.15,X2015.03.16,X2015.03.17,X2015.03.18,X2015.03.19,X2015.03.20,X2015.03.21,X2015.03.22,X2015.03.23,X2015.03.24,X2015.03.25,X2015.03.26,X2015.03.27,X2015.03.28,X2015.03.29,X2015.03.30,X2015.03.31,X2015.04.01,lon,lat
21.2939,21.23043,20.43629,19.56589,16.92364,15.5033,15.60996,16.02539,16.73796,15.11128,13.26895,14.45257,16.60994,17.61083,17.56959,18.51106,17.65687,15.98761,15.05474,14.1168,15.11854,17.21973,17.04236,16.97948,16.73852,17.29375,17.99222,18.24692,18.11854,16.08996,14.32793,14.92341,16.5754,18.27279,18.90295,17.86596,16.19169,17.84537,18.66834,18.41378,19.15751,17.2205,18.02831,18.15478,18.53552,18.65093,19.60903,20.37835,19.68756,18.89174,19.63941,20.45187,21.39785,22.90237,22.79437,23.48226,24.14725,23.23102,24.29564,24.23939,22.87262,21.82569,20.86526,19.38098,19.27136,20.46372,21.25609,22.58951,23.44561,21.07858,21.214,22.34151,25.09499,25.63731,25.64951,26.08249,23.94866,22.644,22.59198,23.71011,24.62422,25.639,25.8667,25.58162,26.47487,26.04069,23.9653,24.46476,25.33312,24.50826,21.47469,424163.881100796,2737473.87535188
21.38857,21.27526,20.47979,19.55813,16.96848,15.52156,15.63076,16.07086,16.72308,15.12397,13.27416,14.49599,16.70983,17.66512,17.66498,18.57035,17.75035,16.04407,15.09732,14.19547,15.17162,17.296,17.09051,16.98646,16.64653,17.22022,17.9839,18.23261,18.23585,16.06564,14.31165,14.91396,16.5558,18.17755,18.84274,17.82148,16.17153,17.77805,18.52051,18.33849,19.12021,17.18032,17.89747,18.13356,18.46101,18.53715,19.54629,20.30686,19.69278,18.86925,19.5833,20.3811,21.36775,22.84491,22.74819,23.43179,24.10671,23.28354,24.27069,24.22613,22.95101,21.79122,20.82571,19.42539,19.34749,20.388,21.11756,22.60939,23.39584,21.03889,21.26793,22.32395,24.97416,25.54306,25.57802,26.03124,23.89494,22.70569,22.5955,23.60634,24.4814,25.58761,25.83597,25.5396,26.42164,25.99395,23.87189,24.46286,25.29534,24.38806,21.38841,436803.594920668,2737410.37590726
21.48307,21.32003,20.52314,19.55038,17.0136,15.53989,15.65169,16.1164,16.70842,15.13651,13.27966,14.53942,16.80965,17.71982,17.76021,18.62957,17.84347,16.1004,15.1399,14.27386,15.22491,17.37214,17.13873,16.99336,16.55439,17.14662,17.97572,18.21822,18.35322,16.04132,14.29515,14.90472,16.53641,18.08217,18.78254,17.77713,16.15108,17.71073,18.37254,18.26313,19.08278,17.14042,17.76684,18.11241,18.38636,18.42308,19.48341,20.23545,19.69792,18.84683,19.52697,20.31053,21.33772,22.78732,22.70181,23.3816,24.06604,23.33627,24.24566,24.21274,23.02947,21.75682,20.78616,19.46966,19.42377,20.31215,20.97925,22.62934,23.34607,20.99913,21.32165,22.30675,24.85347,25.44874,25.50668,25.97999,23.8413,22.76723,22.59896,23.50214,24.33822,25.53601,25.80523,25.49738,26.36835,25.94728,23.77849,24.46088,25.25769,24.26822,21.30212,449443.112010011,2737358.42346053
21.57766,21.36486,20.56685,19.54262,17.05871,15.55801,15.67277,16.16201,16.69362,15.14906,13.28502,14.58291,16.90969,17.77431,17.8556,18.68864,17.93688,16.15687,15.18234,14.35253,15.27807,17.44834,17.18687,17.00027,16.46232,17.07345,17.96754,18.20356,18.47046,16.01707,14.27887,14.89535,16.51682,17.98707,18.72234,17.73258,16.13078,17.64326,18.22457,18.1877,19.04542,17.10045,17.63593,18.0914,18.31198,18.30916,19.42045,20.1639,19.70279,18.82449,19.47086,20.23982,21.30769,22.72972,22.65542,23.33126,24.02536,23.38893,24.22056,24.19941,23.10772,21.72227,20.74669,19.51386,19.49976,20.23644,20.84094,22.64915,23.29616,20.95916,21.37544,22.28913,24.73271,25.35441,25.43506,25.92888,23.78744,22.82884,22.60234,23.39809,24.19511,25.48448,25.77435,25.45522,26.31491,25.90068,23.68529,24.45898,25.21991,24.14788,21.2164,462082.471716365,2737318.01702506
21.62769,21.37981,20.6439,19.51457,17.0351,15.60411,15.71084,16.19359,16.68953,15.14871,13.38075,14.69148,17.00415,17.76973,17.95485,18.73023,17.92116,16.20205,15.25332,14.48478,15.42322,17.51524,17.31694,17.02615,16.43363,16.99146,17.92193,18.18988,18.49901,16.02652,14.29755,14.92164,16.55545,17.88887,18.69858,17.81337,16.14277,17.46329,18.08562,18.1779,18.89879,17.08931,17.54675,18.08231,18.25107,18.16007,19.38662,20.08988,19.69489,18.83203,19.43899,20.18625,21.24875,22.66057,22.55567,23.30081,23.94923,23.38808,24.20632,24.1739,23.16948,21.70155,20.66315,19.51788,19.53959,20.14064,20.8248,22.65775,23.18865,20.94908,21.45326,22.38585,24.63747,25.24084,25.38564,25.84492,23.826,22.91654,22.56998,23.44398,24.22141,25.49533,25.7587,25.43527,26.25661,25.74045,23.60182,24.39314,25.17035,24.03883,21.08612,474721.713386318,2737289.15583351
21.67595,21.39355,20.72244,19.48573,17.00887,15.65127,15.74954,16.22468,16.68565,15.14772,13.47994,14.80258,17.09847,17.76311,18.05432,18.77098,17.90114,16.24668,15.32537,14.61915,15.57161,17.58165,17.45025,17.05272,16.40734,16.90912,17.87477,18.17642,18.52424,16.03738,14.31764,14.94921,16.59626,17.7906,18.67609,17.89867,16.15623,17.27894,17.94696,18.17043,18.74821,17.07923,17.45899,18.07385,18.19073,18.00977,19.35405,20.01579,19.68657,18.84056,19.40769,20.13338,21.18862,22.59099,22.45388,23.27099,23.87147,23.38526,24.19272,24.14788,23.23045,21.68117,20.57792,19.52063,19.57794,20.04406,20.81345,22.66607,23.07903,20.93984,21.53222,22.48673,24.54308,25.12685,25.33686,25.75997,23.86816,23.00508,22.53621,23.49545,24.25391,25.50845,25.74355,25.41624,26.19803,25.57619,23.51899,24.32461,25.12051,23.92991,20.95472,487360.876365734,2737271.8393378
21.72413,21.40737,20.80083,19.45683,16.98265,15.69843,15.78839,16.2557,16.68185,15.14702,13.57913,14.91368,17.1928,17.75627,18.15386,18.81166,17.88154,16.29144,15.39735,14.75351,15.72022,17.6482,17.58383,17.0793,16.3809,16.82678,17.82768,18.1626,18.54941,16.0483,14.33766,14.97691,16.63708,17.69233,18.65367,17.98404,16.16955,17.09446,17.80829,18.16296,18.59756,17.06922,17.37122,18.06511,18.13053,17.85947,19.32134,19.94163,19.67819,18.8493,19.37654,20.08036,21.12856,22.52134,22.35201,23.24117,23.79378,23.38209,24.17883,24.12173,23.29157,21.66087,20.49283,19.52317,19.61608,19.94741,20.80217,22.67439,22.96934,20.93068,21.61082,22.58782,24.44869,25.01279,25.28829,25.67489,23.9101,23.09397,22.50245,23.54712,24.28662,25.5217,25.72846,25.39713,26.13952,25.4118,23.43595,24.25623,25.07032,23.82114,20.82331,5e+05,2737266.0672091
21.7723,21.42126,20.87922,19.42793,16.95643,15.74566,15.82709,16.28679,16.67811,15.1461,13.67838,15.02478,17.28698,17.7495,18.25326,18.8524,17.86145,16.33585,15.46946,14.88795,15.86882,17.71467,17.71714,17.10602,16.3546,16.74445,17.78066,18.14907,18.57451,16.05916,14.35796,15.00469,16.67783,17.59427,18.63133,18.06955,16.18295,16.91011,17.66956,18.15548,18.44691,17.05921,17.28367,18.05665,18.07011,17.70896,19.28884,19.86754,19.66994,18.85825,19.34538,20.02749,21.06836,22.45176,22.25,23.21135,23.71617,23.3792,24.16501,24.09572,23.35269,21.64043,20.40774,19.52577,19.6545,19.8509,20.79075,22.68256,22.85972,20.92144,21.68956,22.68898,24.35422,24.89859,25.23965,25.5898,23.95212,23.18259,22.46861,23.59858,24.31919,25.53467,25.71345,25.3781,26.08108,25.24733,23.35298,24.18771,25.02055,23.71229,20.69135,512639.123634268,2737271.8393378
21.82056,21.43515,20.95761,19.39909,16.93034,15.79283,15.86579,16.31781,16.6743,15.14525,13.77764,15.13581,17.3813,17.74273,18.35294,18.89336,17.84178,16.38069,15.54144,15.0221,16.01728,17.78101,17.85045,17.13238,16.32824,16.66225,17.73364,18.13539,18.59968,16.06994,14.37805,15.03225,16.71871,17.496,18.60884,18.15485,16.19606,16.7259,17.53068,18.14836,18.29626,17.04913,17.1959,18.04819,18.00977,17.55874,19.25599,19.7933,19.66148,18.86685,19.31429,19.97462,21.00851,22.38211,22.14821,23.1816,23.63855,23.3761,24.15127,24.0697,23.41381,21.62013,20.32237,19.52838,19.69285,19.75425,20.77961,22.69074,22.74996,20.91249,21.76845,22.78979,24.25997,24.78417,25.19086,25.50478,23.99427,23.27148,22.43498,23.65025,24.35168,25.54792,25.69815,25.35899,26.0225,25.08293,23.26986,24.11919,24.97042,23.60359,20.55994,525278.286613682,2737289.15583351
21.86673,21.44861,21.03515,19.37104,16.90574,15.84062,15.90379,16.34784,16.6676,15.1442,13.87591,15.24818,17.47562,17.73681,18.45269,18.93587,17.81971,16.42256,15.61236,15.154,16.16673,17.8465,17.97946,17.15572,16.30265,16.58146,17.68641,18.11932,18.62202,16.08228,14.39765,15.05749,16.75594,17.40132,18.58818,18.23486,16.20804,16.54558,17.39519,18.1399,18.14977,17.03898,17.11102,18.0398,17.9495,17.41084,19.22271,19.72189,19.65238,18.87221,19.28285,19.92132,20.94457,22.31288,22.04683,23.15326,23.55833,23.37025,24.13477,24.0432,23.47338,21.60194,20.23736,19.53022,19.72563,19.65802,20.76699,22.69328,22.64386,20.90763,21.8431,22.8858,24.16692,24.67533,25.14448,25.42082,24.03932,23.35833,22.40319,23.702,24.38538,25.5616,25.68306,25.34391,25.96279,24.92213,23.18548,24.05003,24.9203,23.4958,20.42967,537917.528283635,2737318.01702506
21.85698,21.45206,21.08774,19.36526,16.92618,15.89913,15.91937,16.35143,16.58322,15.13806,13.94937,15.39312,17.56783,17.75324,18.56351,19.02392,17.74435,16.39366,15.65261,15.21371,16.33684,17.88753,17.99461,17.09072,16.29426,16.54107,17.63579,18.0398,18.5719,16.13438,14.40576,15.02111,16.69813,17.39723,18.61166,18.17381,16.18006,16.47529,17.33915,18.10346,18.11382,17.02607,17.09883,18.03825,17.88795,17.32653,19.17132,19.71294,19.62355,18.79481,19.24725,19.85922,20.78426,22.25332,21.96351,23.16186,23.41459,23.292,24.05003,24.00492,23.49552,21.63429,20.1572,19.514,19.61129,19.57322,20.72427,22.54637,22.62772,21.01788,21.81765,22.85119,24.10671,24.70268,25.15505,25.36612,24.16346,23.40324,22.42483,23.75811,24.44417,25.5886,25.66473,25.42991,25.87396,24.84981,23.06479,23.95952,24.86581,23.41071,20.33436,550556.887989991,2737358.42346053
21.84723,21.45573,21.13998,19.35933,16.94677,15.95757,15.9348,16.3551,16.49898,15.13186,14.02297,15.53813,17.66011,17.76959,18.67433,19.11197,17.66885,16.36483,15.69308,15.27327,16.50695,17.92863,18.0097,17.02572,16.28594,16.50053,17.58482,17.96014,18.52178,16.1864,14.41415,14.98452,16.64068,17.39329,18.6352,18.1129,16.15207,16.40487,17.28324,18.06708,18.07766,17.0131,17.08649,18.03656,17.82641,17.24214,19.12007,19.70392,19.59472,18.71705,19.21151,19.79725,20.62388,22.19389,21.88011,23.17032,23.27071,23.21353,23.96523,23.96678,23.51765,21.66651,20.07712,19.49779,19.49708,19.4882,20.68169,22.39938,22.61164,21.12757,21.79228,22.8165,24.04644,24.72996,25.16584,25.31134,24.28753,23.44821,22.4464,23.8143,24.50311,25.61532,25.64676,25.51599,25.785,24.77769,22.94389,23.86886,24.81132,23.3259,20.23905,563196.405079332,2737410.37590726
21.83756,21.4594,21.1925,19.35348,16.96707,16.01616,15.95024,16.35869,16.41453,15.12573,14.09656,15.68306,17.75239,17.78595,18.78494,19.20016,17.59356,16.33599,15.73333,15.33284,16.67712,17.96959,18.02478,16.96065,16.27748,16.46021,17.53399,17.88062,18.47173,16.2385,14.42232,14.94808,16.58308,17.38927,18.65882,18.052,16.12401,16.33458,17.22741,18.03078,18.04163,16.99999,17.07436,18.03501,17.7648,17.15776,19.06875,19.6951,19.56567,18.63951,19.17583,19.73515,20.46358,22.13425,21.7965,23.17878,23.12683,23.13514,23.88056,23.9285,23.53979,21.69894,19.99697,19.48136,19.38274,19.40325,20.63904,22.25233,22.59585,21.23762,21.76661,22.78182,23.98645,24.75725,25.17627,25.25664,24.41161,23.49312,22.46812,23.8702,24.56183,25.64225,25.62864,25.6022,25.69596,24.70536,22.82327,23.77842,24.75696,23.24089,20.14374,575836.118899204,2737473.87535188
21.82782,21.46299,21.24495,19.34763,16.98737,16.07453,15.96617,16.36222,16.33028,15.11959,14.17009,15.828,17.84474,17.80251,18.89576,19.28806,17.51827,16.3073,15.77379,15.39255,16.84723,18.01047,18.03973,16.89566,16.26923,16.4196,17.4831,17.80096,18.42174,16.29052,14.4305,14.91177,16.52535,17.38539,18.68223,17.99102,16.0961,16.26423,17.17151,17.99454,18.00554,16.98688,17.06182,18.03331,17.70347,17.07338,19.01736,19.68615,19.53698,18.56189,19.13995,19.67311,20.30327,22.07468,21.71318,23.18745,22.98294,23.05675,23.79576,23.89022,23.56192,21.7313,19.91681,19.46529,19.26847,19.31838,20.59625,22.10535,22.57964,21.34766,21.7411,22.74714,23.92631,24.78446,25.18706,25.20193,24.53561,23.53788,22.48962,23.92646,24.62063,25.66918,25.61052,25.68814,25.60693,24.63331,22.70258,23.68776,24.70254,23.15601,20.04899,588476.068798342,2737548.92300035
21.81823,21.46652,21.29747,19.34178,17.00796,16.13297,15.98154,16.36574,16.24576,15.1136,14.24362,15.97315,17.93709,17.81887,19.00672,19.37604,17.44284,16.27833,15.81426,15.45219,17.01733,18.05122,18.05496,16.83066,16.2607,16.37921,17.43241,17.7213,18.37141,16.34262,14.43875,14.87519,16.46768,17.3813,18.7057,17.92997,16.06811,16.19366,17.1156,17.95817,17.96937,16.97391,17.04969,18.03169,17.64192,16.98913,18.96597,19.67734,19.50822,18.48434,19.10456,19.61107,20.14289,22.01532,21.62978,23.19605,22.83913,22.97836,23.71116,23.85208,23.58399,21.76358,19.83673,19.449,19.15405,19.23329,20.55367,21.95843,22.56364,21.45756,21.71565,22.71245,23.86611,24.81181,25.19784,25.14709,24.65982,23.58272,22.5114,23.98236,24.67935,25.69589,25.59241,25.77414,25.51803,24.56106,22.5819,23.59724,24.64819,23.07113,19.95368,601116.29412692,2737635.52027802
21.79938,21.47596,21.34604,19.3391,17.02925,16.19148,16.00044,16.37258,16.17223,15.11635,14.32878,16.1102,18.0171,17.83381,19.10513,19.45112,17.37094,16.25161,15.84986,15.51754,17.18307,18.09154,18.07032,16.77525,16.2557,16.34389,17.38602,17.64777,18.31889,16.39394,14.44968,14.84805,16.41678,17.38313,18.71536,17.87421,16.04957,16.13184,17.0633,17.9208,17.93674,16.96883,17.04321,18.02422,17.59004,16.90757,18.91535,19.66529,19.47826,18.39799,19.07023,19.55115,19.97314,21.95103,21.55252,23.19246,22.70068,22.89743,23.63059,23.81239,23.60006,21.79185,19.75601,19.43766,19.05063,19.15617,20.51278,21.82315,22.54897,21.5583,21.69182,22.67361,23.81,24.84339,25.20313,25.0971,24.76606,23.62347,22.53163,24.02846,24.73342,25.71894,25.57499,25.84245,25.41546,24.48506,22.4653,23.51378,24.59757,22.97484,19.86232,613756.834236785,2737733.66882967
21.70769,21.53109,21.36373,19.36124,17.05604,16.24914,16.04478,16.40494,16.18443,15.19157,14.50882,16.18443,17.99842,17.83677,19.10619,19.42045,17.32639,16.2416,15.84753,15.62829,17.31271,18.12538,18.08802,16.79753,16.27607,16.3496,17.37404,17.62359,18.24642,16.4404,14.4826,14.8957,16.41883,17.43171,18.61406,17.85997,16.1066,16.13776,17.0389,17.87442,17.9311,17.02861,17.08409,17.96881,17.61422,16.84878,18.87094,19.6287,19.44076,18.24085,19.04697,19.50893,19.72873,21.84924,21.52489,23.09271,22.60756,22.79634,23.58505,23.76206,23.56777,21.7884,19.67191,19.46684,19.03315,19.14143,20.48691,21.78093,22.54503,21.58347,21.6811,22.6022,23.78737,24.91205,25.16499,25.08279,24.72968,23.63087,22.54122,23.99589,24.74886,25.70922,25.56266,25.76674,25.20292,24.37601,22.38119,23.48889,24.57762,22.78739,19.80028,626397.728481695,2737843.37051959
21.61617,21.58622,21.38157,19.3833,17.08268,16.3066,16.08933,16.43716,16.1967,15.26651,14.68866,16.25859,17.97967,17.83966,19.10731,19.38972,17.28176,16.23145,15.8452,15.73918,17.44235,18.15936,18.10592,16.81952,16.29652,16.35538,17.36206,17.59934,18.17395,16.48678,14.51524,14.94343,16.42108,17.48028,18.51268,17.84558,16.16342,16.14361,17.0148,17.8281,17.92581,17.08804,17.12484,17.91368,17.63861,16.78984,18.82639,19.59204,19.40332,18.08337,19.02378,19.46663,19.48439,21.74758,21.49739,22.99303,22.51415,22.69504,23.53944,23.71201,23.53549,21.78487,19.58795,19.49588,19.01574,19.12642,20.46104,21.73891,22.54122,21.60885,21.67032,22.53057,23.76453,24.98029,25.12678,25.06848,24.69331,23.63834,22.55052,23.96333,24.76458,25.69942,25.55039,25.69117,24.99044,24.26716,22.29745,23.46379,24.55781,22.59973,19.73881,639039.016217562,2737964.62743164
21.52448,21.64134,21.39933,19.40544,17.1094,16.36405,16.13374,16.46944,16.20896,15.34166,14.86849,16.33289,17.96106,17.84269,19.10851,19.35905,17.23721,16.22158,15.84302,15.85007,17.57192,18.19334,18.12362,16.84166,16.31696,16.36116,17.35021,17.57523,18.10155,16.53317,14.54795,14.99136,16.42327,17.52885,18.41152,17.8312,16.2208,16.14946,16.99047,17.78172,17.92059,17.14775,17.16566,17.85849,17.66286,16.73126,18.78191,19.55524,19.36575,17.9263,19.00058,19.42433,19.2397,21.64572,21.4699,22.89341,22.42081,22.59416,23.49368,23.66175,23.5032,21.78156,19.50392,19.52507,18.99833,19.11175,20.43495,21.69668,22.53727,21.63387,21.6596,22.45895,23.74148,25.04881,25.0885,25.05431,24.657,23.64588,22.55997,23.93062,24.77994,25.68969,25.53819,25.61525,24.77797,24.15817,22.21342,23.43877,24.53807,22.41207,19.67734,651680.736802686,2738097.44186937
21.43272,21.69661,21.41731,19.42736,17.13598,16.42151,16.17808,16.50166,16.22109,15.41673,15.04853,16.40727,17.94252,17.84566,19.10964,19.32832,17.19258,16.2115,15.84069,15.96082,17.70163,18.22732,18.14145,16.86379,16.33755,16.36687,17.33823,17.55091,18.0293,16.57956,14.58073,15.03909,16.42552,17.57756,18.31008,17.8171,16.27776,16.15538,16.96615,17.73526,17.91495,17.20746,17.20661,17.80343,17.68711,16.67233,18.73707,19.51858,19.32825,17.76917,18.97725,19.38189,18.99544,21.54406,21.44248,22.79366,22.32748,22.49293,23.44807,23.61141,23.47056,21.77796,19.41968,19.55425,18.9807,19.09695,20.40901,21.6546,22.53339,21.65939,21.64875,22.38747,23.71892,25.11734,25.05044,25.04007,24.62077,23.65336,22.56949,23.89783,24.79552,25.67982,25.52579,25.53975,24.56536,24.04926,22.12953,23.4136,24.51827,22.22455,19.61587,664322.929597994,2738241.81635605
21.34128,21.75174,21.435,19.4495,17.16284,16.47917,16.22264,16.53388,16.23328,15.49167,15.22837,16.4815,17.92383,17.84869,19.11077,19.29779,17.14803,16.20149,15.83851,16.07157,17.83127,18.2613,18.15915,16.88586,16.35792,16.37251,17.32639,17.5268,17.95683,16.62587,14.61358,15.08688,16.42764,17.62613,18.20885,17.80265,16.33458,16.16131,16.94183,17.68908,17.90952,17.26703,17.24743,17.74809,17.71129,16.61353,18.69273,19.482,19.29081,17.61203,18.95399,19.33953,18.75089,21.44227,21.41498,22.69405,22.234,22.39177,23.40232,23.56115,23.43849,21.77458,19.33593,19.58337,18.96329,19.08208,20.38307,21.61258,22.52952,21.68435,21.63824,22.31592,23.69594,25.18565,25.01223,25.02569,24.58446,23.66097,22.57893,23.86534,24.81124,25.67016,25.51352,25.4641,24.35274,23.9402,22.04578,23.3885,24.49832,22.03697,19.55383,676965.633967277,2738397.75363486
21.24371,21.77775,21.43698,19.45916,17.1775,16.51188,16.25725,16.56398,16.21784,15.56647,15.38113,16.53571,17.88612,17.83684,19.08222,19.24809,17.10778,16.2041,15.84457,16.1642,17.93857,18.29506,18.15866,16.90412,16.37434,16.37991,17.30517,17.50002,17.88485,16.6607,14.62725,15.11762,16.42383,17.67576,18.09958,17.80399,16.38731,16.16434,16.92653,17.65722,17.90501,17.29932,17.27006,17.66857,17.71044,16.56179,18.64155,19.44435,19.23851,17.44397,18.91465,19.2863,18.50112,21.31805,21.3638,22.58302,22.13911,22.28708,23.34423,23.51138,23.3957,21.76281,19.25634,19.58901,18.93136,19.07467,20.356,21.58523,22.49286,21.69704,21.60081,22.22582,23.65498,25.20813,24.94653,24.98241,24.50959,23.64412,22.57781,23.83101,24.80455,25.63625,25.47101,25.37605,24.13844,23.82092,21.96865,23.3503,24.44622,21.86002,19.4901,689608.88927743,2738565.25666891
21.12117,21.67596,21.37029,19.41446,17.13908,16.43624,16.24872,16.58372,16.08038,15.63964,15.41511,16.50215,17.76409,17.7605,18.92304,19.11457,17.08705,16.26233,15.88743,16.1759,17.94837,18.32749,18.07766,16.90553,16.37293,16.39429,17.24313,17.46153,17.81506,16.64399,14.55725,15.07293,16.39338,17.73047,17.95647,17.87498,16.42094,16.15538,16.95008,17.68965,17.90438,17.21211,17.21232,17.48126,17.5985,16.53994,18.56083,19.40297,19.12092,17.22826,18.8039,19.18472,18.22781,21.09388,21.20935,22.42229,22.03732,22.16738,23.2313,23.46372,23.30666,21.71536,19.19748,19.49243,18.83464,19.09942,20.32463,21.62393,22.31288,21.65361,21.44551,22.05332,23.53429,25.02774,24.75901,24.8111,24.26434,23.52026,22.53079,23.79005,24.70071,25.49597,25.29491,25.23436,23.91581,23.65561,21.92248,23.25386,24.25229,21.7301,19.41848,702252.734898688,2738744.32864141
20.99863,21.5743,21.30325,19.36949,17.10073,16.36053,16.24033,16.60338,15.94298,15.7131,15.44902,16.4686,17.64206,17.68429,18.76365,18.98134,17.0664,16.32034,15.93015,16.18739,17.9581,18.35999,17.99701,16.90658,16.37195,16.40889,17.18116,17.42311,17.74527,16.62728,14.48732,15.02851,16.36299,17.78524,17.81302,17.94597,16.45436,16.14636,16.9737,17.72194,17.90367,17.12463,17.1548,17.29403,17.48648,16.5183,18.48011,19.36152,19.00361,17.01275,18.69358,19.08313,17.95464,20.8697,21.05482,22.26149,21.93517,22.04733,23.11844,23.41607,23.21776,21.66764,19.1384,19.39592,18.73792,19.12423,20.29298,21.66242,22.13263,21.61033,21.29042,21.88068,23.41339,24.84706,24.57142,24.63994,24.0193,23.3964,22.48341,23.74916,24.59673,25.35589,25.11903,25.09252,23.69326,23.49016,21.87652,23.15749,24.05828,21.60039,19.34629,714897.210204859,2738934.97295581
20.87609,21.47251,21.23656,19.32437,17.06224,16.28503,16.23187,16.62312,15.80552,15.78641,15.48279,16.43518,17.52004,17.60787,18.60461,18.84775,17.04567,16.37864,15.97287,16.19909,17.96782,18.39256,17.91608,16.90792,16.37047,16.42341,17.11913,17.38476,17.67548,16.61043,14.41746,14.98396,16.33254,17.84002,17.66984,18.01682,16.48791,16.1372,16.99738,17.75443,17.90297,17.03728,17.09706,17.10679,17.37453,16.49665,18.3994,19.32021,18.88596,16.79732,18.58304,18.98141,17.6814,20.64545,20.90023,22.10069,21.83323,21.9277,23.0055,23.36848,23.12859,21.61998,19.07933,19.29913,18.64127,19.14898,20.26147,21.7012,21.9523,21.56697,21.1354,21.70846,23.29263,24.66652,24.38376,24.46857,23.77419,23.2724,22.43639,23.7082,24.49289,25.21554,24.943,24.9509,23.47098,23.32478,21.83034,23.06112,23.86428,21.47032,19.27411,727542.354573564,2739137.19323589
20.49936,20.88013,20.22467,19.69849,16.50991,15.16196,15.42724,15.56576,16.65759,15.03542,13.57412,14.50678,15.77866,17.06612,17.02192,17.76423,16.69178,15.25438,14.58122,13.52435,14.74949,17.31468,17.23982,17.5801,17.07126,17.65341,18.48568,19.03195,17.34859,16.32006,14.59666,15.25114,17.13344,18.76675,19.40628,18.29831,16.29292,17.47584,18.50296,18.6639,18.76633,17.30333,18.17282,18.72706,19.1341,19.10421,19.69278,20.56974,19.88312,19.39169,20.47768,21.24586,21.48407,23.25626,23.20381,23.92892,24.73236,23.01763,24.45975,24.37727,22.47693,22.14299,20.93836,19.55122,19.56878,21.59982,22.81249,23.37497,24.35472,21.74497,21.66574,23.33789,26.12338,26.38174,26.10096,26.49778,24.52327,23.04308,23.3945,23.96368,25.4751,26.14488,26.3723,25.9759,27.2855,25.95144,24.7318,24.90402,25.60277,25.42061,21.88808,310201.801438616,2724719.90325164
20.58572,20.93709,20.26964,19.703,16.55855,15.22012,15.4567,15.62321,16.69334,15.06327,13.54642,14.48119,15.87418,17.13161,17.06308,17.86751,16.82664,15.36562,14.66701,13.60676,14.8018,17.28543,17.20506,17.50855,17.08099,17.65074,18.43472,18.94235,17.4439,16.3147,14.57558,15.2099,17.05632,18.74828,19.35574,18.28449,16.30787,17.57319,18.59545,18.66961,18.84965,17.32639,18.21392,18.69971,19.11422,19.10203,19.71654,20.58807,19.8588,19.3422,20.39266,21.17445,21.4668,23.24526,23.18372,23.89389,24.68675,23.05577,24.46504,24.37199,22.53382,22.13418,20.92617,19.52606,19.51231,21.53102,22.66966,23.281,24.26702,21.69436,21.59975,23.21346,26.03956,26.33677,26.07897,26.48044,24.48675,22.98802,23.28671,23.97735,25.45008,26.12042,26.31026,25.96582,27.22966,26.01975,24.68915,24.83338,25.5996,25.37401,21.89767,322857.693607506,2724553.02667632
20.67072,20.98221,20.30997,19.69666,16.60571,15.27186,15.47842,15.68222,16.71307,15.07751,13.50623,14.45264,15.96773,17.19526,17.11081,17.96225,16.94797,15.45974,14.73765,13.68212,14.84241,17.23277,17.15579,17.4212,17.07606,17.63833,18.37712,18.82984,17.5354,16.29405,14.54625,15.16478,16.97074,18.72227,19.28947,18.25298,16.30808,17.66737,18.69865,18.67694,18.94842,17.33872,18.24262,18.66608,19.06896,19.08278,19.73825,20.58173,19.83377,19.2937,20.30757,21.10494,21.46525,23.22629,23.1625,23.84912,24.62232,23.07896,24.46511,24.36099,22.57943,22.1076,20.90431,19.48933,19.44393,21.4049,22.47777,23.16059,24.15366,21.62421,21.51473,23.06958,25.93191,26.26479,26.03491,26.43948,24.43099,22.91633,23.1565,23.9727,25.3848,26.06924,26.23716,25.94079,27.15141,26.08813,24.62697,24.76831,25.58789,25.30612,21.88582,335513.031473971,2724397.67263538
